game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2024-12-04-1462912,2024-12-04,2024,1,T20I,Uganda,Botswana,1.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,1.0,1.0
cricket-t20i-2024-12-05-1462919,2024-12-05,2024,1,T20I,Nigeria,Botswana,,,,,,,24.0,0.0,0.0,46.0,2.0,3.0,1.0
cricket-t20i-2024-12-13-1462930,2024-12-13,2024,1,T20I,Uganda,Botswana,,,,,,,12.0,0.0,0.0,18.0,0.0,2.0,1.0
cricket-t20i-2026-03-15-1527281,2026-03-15,2026,1,T20I,Botswana,Lesotho,,,,,,,12.0,0.0,0.0,4.0,0.0,0.0,1.0
