game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_2022_W1_ROYAL,,2022,1,AUDL,,,5.0,0.0,,,1.0,3.0,,,,2.0,371.0,194.0
SYNTHETIC_AUDL_2022_W2_ROYAL,,2022,2,AUDL,,,1.0,1.0,,,0.0,2.0,,,,0.0,52.0,36.0
SYNTHETIC_AUDL_2022_W3_ROYAL,,2022,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-01-MTL-NY,2022-07-01,2022,6,,MTL,NY,1.0,0.0,,,0.0,3.0,,,,1.0,103.0,41.0
2022-07-02-MTL-BOS,2022-07-02,2022,6,,MTL,BOS,1.0,0.0,,,0.0,1.0,,,,1.0,76.0,177.0
2022-07-07-OTT-MTL,2022-07-07,2022,7,AUDL,outlaws,royal,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-15-DC-MTL,2022-07-15,2022,8,AUDL,breeze,royal,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2023-05-13-MTL-TOR,2023-05-13,2023,3,AUDL,MONTREAL ROYAL,TORONTO RUSH,5.0,2.0,33.0,28.0,,4.0,2.0,,30.0,2.0,365.0,145.0
2023-05-20-BOS-MTL,2023-05-20,2023,4,AUDL,BOSTON GLORY,MONTREAL ROYAL,3.0,1.0,29.0,22.0,,2.0,,1.0,28.0,6.0,233.0,182.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,AUDL,TORONTO RUSH,MONTREAL ROYAL,3.0,1.0,26.0,18.0,,2.0,2.0,1.0,24.0,6.0,253.0,225.0
2023-06-03-NY-MTL,2023-06-03,2023,6,AUDL,NEW YORK EMPIRE,MONTREAL ROYAL,1.0,2.0,22.0,18.0,,2.0,,,21.0,3.0,154.0,110.0
2023-06-23-DC-MTL,2023-06-23,2023,9,AUDL,DC BREEZE,MONTREAL ROYAL,5.0,,39.0,38.0,,2.0,3.0,,38.0,1.0,454.0,187.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,AUDL,MONTREAL ROYAL,TORONTO RUSH,,1.0,,,,,,1.0,,,,
2023-07-02-PHI-MTL,2023-07-02,2023,10,AUDL,PHILADELPHIA PHOENIX,MONTREAL ROYAL,4.0,,25.0,22.0,,2.0,,2.0,23.0,1.0,183.0,168.0
2026-05-02-MTL-BOS,2026-05-02,2026,2,UFA,royal,glory,4.0,1.0,,,1.0,2.0,,,,3.0,128.0,-1.0
2026-05-03-MTL-DC,2026-05-03,2026,2,UFA,royal,breeze,3.0,0.0,,,1.0,1.0,,,,3.0,188.0,119.0
2026-05-09-MTL-TOR,2026-05-09,2026,3,UFA,royal,rush,6.0,1.0,,,0.0,2.0,,,,1.0,178.0,219.0
2026-05-10-MTL-PIT,2026-05-10,2026,3,UFA,royal,thunderbirds,6.0,1.0,,,1.0,5.0,,,,1.0,475.0,261.0
