game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,2.0,11.0,,29.0,-1.0,61.0,6.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,11.0,6.0,27.0,2.0,39.0,13.0,130.0,6.0
