game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
5pr1v6tabjsekhe4,2026-05-02,2026,1,50 Yard,San Antonio Gunslingers,Tucson Sugar Skulls,0.0,4.0,,0.0,7.0
SYNTHETIC_50YARD_2026_W2_TUCSONSUGARSKULLS,2026-05-10,2026,2,50YARD,Tucson Sugar Skulls,Arizona Rattlers,,4.0,1.0,,10.0
