game_id,date,season,week,league,away,home,extra_point
98,2026-04-12,2026,3,UFL,BIRMINGHAM STALLIONS,ST. LOUIS BATTLEHAWKS,3.0
102,2026-04-18,2026,4,UFL,ORLANDO STORM,BIRMINGHAM STALLIONS,1.0
103,2026-04-24,2026,5,UFL,DC DEFENDERS,BIRMINGHAM STALLIONS,5.0
113,2026-05-09,2026,7,UFL,DALLAS RENEGADES,BIRMINGHAM STALLIONS,3.0
118,2026-05-17,2026,8,UFL,COLUMBUS AVIATORS,BIRMINGHAM STALLIONS,2.0
120,2026-05-23,2026,9,UFL,BIRMINGHAM STALLIONS,COLUMBUS AVIATORS,2.0
