game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2026-03-20-1526693,2026-03-20,2026,1,T20I,Rwanda,Ghana,65.0,17.0,1.0,1.0,111.0,0.0,1.0
cricket-t20i-2026-03-24-1526699,2026-03-24,2026,1,T20I,Nigeria,Rwanda,18.0,2.0,0.0,1.0,15.0,0.0,1.0
cricket-t20i-2026-03-28-1528293,2026-03-28,2026,1,T20I,Nigeria,Rwanda,14.0,1.0,0.0,2.0,6.0,0.0,1.0
cricket-t20i-2026-04-18-1531150,2026-04-18,2026,1,T20I,Italy,Rwanda,3.0,1.0,0.0,3.0,6.0,0.0,1.0
cricket-t20i-2026-04-19-1531152,2026-04-19,2026,1,T20I,Rwanda,Vanuatu,1.0,0.0,0.0,1.0,0.0,0.0,1.0
cricket-t20i-2026-04-21-1531154,2026-04-21,2026,1,T20I,Rwanda,United States of America,37.0,4.0,0.0,1.0,32.0,0.0,1.0
cricket-t20i-2026-04-22-1531156,2026-04-22,2026,1,T20I,Rwanda,Nepal,8.0,0.0,0.0,1.0,2.0,0.0,1.0
cricket-t20i-2026-04-26-1531160,2026-04-26,2026,1,T20I,Rwanda,Vanuatu,21.0,3.0,0.0,1.0,17.0,0.0,1.0
cricket-t20i-2026-04-27-1531162,2026-04-27,2026,1,T20I,Italy,Rwanda,30.0,3.0,0.0,1.0,36.0,1.0,1.0
cricket-t20i-2026-04-28-1531164,2026-04-28,2026,1,T20I,Nepal,Rwanda,4.0,0.0,0.0,1.0,2.0,0.0,1.0
