game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2021-10-17-1283025,2021-10-17,2021,1,T20I,Lesotho,Seychelles,1.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,22.0,0.0,0.0,1.0
cricket-t20i-2021-10-19-1283030,2021-10-19,2021,1,T20I,Lesotho,Uganda,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,1.0
cricket-t20i-2021-10-20-1283036,2021-10-20,2021,1,T20I,Rwanda,Lesotho,1.0,0.0,1.0,9.0,1.0,0.0,12.0,0.0,0.0,18.0,2.0,0.0,1.0
cricket-t20i-2022-11-17-1343741,2022-11-17,2022,1,T20I,Lesotho,Mali,,,,,,,18.0,0.0,1.0,25.0,1.0,2.0,1.0
cricket-t20i-2022-11-18-1343745,2022-11-18,2022,1,T20I,Lesotho,Botswana,1.0,0.0,1.0,11.0,2.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,1.0
cricket-t20i-2022-11-21-1343753,2022-11-21,2022,1,T20I,Kenya,Lesotho,4.0,0.0,0.0,9.0,0.0,0.0,24.0,0.0,0.0,43.0,2.0,1.0,1.0
cricket-t20i-2022-11-22-1343757,2022-11-22,2022,1,T20I,St Helena,Lesotho,1.0,0.0,1.0,10.0,1.0,0.0,6.0,0.0,0.0,11.0,0.0,2.0,1.0
cricket-t20i-2022-11-25-1343767,2022-11-25,2022,1,T20I,Rwanda,Lesotho,,,,,,,12.0,0.0,0.0,17.0,1.0,0.0,1.0
cricket-t20i-2024-09-24-1450757,2024-09-24,2024,1,T20I,Ghana,Lesotho,4.0,0.0,1.0,10.0,1.0,0.0,6.0,0.0,0.0,7.0,0.0,1.0,1.0
cricket-t20i-2024-09-26-1450764,2024-09-26,2024,1,T20I,Lesotho,Cameroon,7.0,0.0,0.0,11.0,1.0,0.0,,,,,,,1.0
