game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2021-08-18-1273141,2021-08-18,2021,1,T20I,Ghana,Rwanda,,,,,,,24.0,0.0,2.0,29.0,1.0,1.0,1.0
cricket-t20i-2021-10-20-1283036,2021-10-20,2021,1,T20I,Rwanda,Lesotho,,,,,,,12.0,0.0,0.0,15.0,2.0,4.0,1.0
cricket-t20i-2021-10-22-1283038,2021-10-22,2021,1,T20I,Swaziland,Rwanda,,,,,,,24.0,1.0,0.0,11.0,2.0,1.0,1.0
cricket-t20i-2022-11-17-1343740,2022-11-17,2022,1,T20I,Botswana,Rwanda,,,,,,,24.0,0.0,0.0,27.0,0.0,3.0,1.0
cricket-t20i-2022-11-18-1343744,2022-11-18,2022,1,T20I,Rwanda,St Helena,1.0,0.0,1.0,10.0,1.0,0.0,24.0,0.0,0.0,10.0,1.0,2.0,1.0
cricket-t20i-2022-11-20-1343750,2022-11-20,2022,1,T20I,Rwanda,Kenya,3.0,0.0,1.0,11.0,2.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,1.0
cricket-t20i-2022-11-24-1343761,2022-11-24,2022,1,T20I,Rwanda,Seychelles,,,,,,,18.0,0.0,0.0,5.0,2.0,1.0,1.0
cricket-t20i-2022-11-24-1343763,2022-11-24,2022,1,T20I,Mali,Rwanda,,,,,,,12.0,0.0,0.0,11.0,1.0,4.0,1.0
cricket-t20i-2022-12-13-1349124,2022-12-13,2022,1,T20I,Tanzania,Rwanda,,,,,,,18.0,0.0,2.0,39.0,3.0,5.0,1.0
cricket-t20i-2022-12-14-1349126,2022-12-14,2022,1,T20I,Uganda,Rwanda,2.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,41.0,0.0,1.0,1.0
cricket-t20i-2022-12-15-1349128,2022-12-15,2022,1,T20I,Uganda,Rwanda,2.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,1.0
cricket-t20i-2022-12-20-1349137,2022-12-20,2022,1,T20I,Rwanda,Uganda,3.0,0.0,0.0,8.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,1.0
