game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-13-MTL-TOR,2023-05-13,2023,3,AUDL,MONTREAL ROYAL,TORONTO RUSH,1.0,,17.0,16.0,1.0,1.0,16.0,,112.0,178.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,AUDL,TORONTO RUSH,MONTREAL ROYAL,,,4.0,5.0,,,5.0,,37.0,60.0
2023-06-11-BOS-MTL,2023-06-11,2023,7,AUDL,BOSTON GLORY,MONTREAL ROYAL,2.0,,19.0,19.0,,,19.0,,116.0,175.0
2023-06-25-MTL-TOR,2023-06-25,2023,9,AUDL,MONTREAL ROYAL,TORONTO RUSH,,,,1.0,,,1.0,,,1.0
2023-07-22-MTL-NY,2023-07-22,2023,13,AUDL,MONTREAL ROYAL,NEW YORK EMPIRE,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
