game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
BILLINGS-OREGON,,,1,,,,,3.0,169.0,3.0,29.0
SYNTHETIC_AF1_2025_W3_SWKANSAS,2025-03-30,2025,3,AF1,OREGON,SW KANSAS,2.0,4.0,227.0,1.0,33.0
SYNTHETIC_AF1_2025_W5_SWKANSAS,2025-04-12,2025,5,AF1,SW KANSAS,SALINA,2.0,2.0,219.0,,23.0
SYNTHETIC_AF1_2025_W6_SWKANSAS,2025-04-19,2025,6,AF1,SW KANSAS,CORPUS CHRISTI,2.0,6.0,264.0,,23.0
SYNTHETIC_AF1_2025_W7_SWKANSAS,2025-04-26,2025,7,AF1,NASHVILLE,SW KANSAS,,3.0,115.0,1.0,9.0
SYNTHETIC_AF1_2025_W8_SWKANSAS,2025-05-03,2025,8,AF1,BILLINGS,SW KANSAS,1.0,1.0,97.0,3.0,32.0
SYNTHETIC_AF1_2025_W10_SWKANSAS,2025-05-17,2025,10,AF1,BILLINGS,SW KANSAS,,6.0,272.0,1.0,14.0
SYNTHETIC_AF1_2025_W11_SWKANSAS,2025-05-25,2025,11,AF1,SW KANSAS,WASHINGTON,,7.0,236.0,1.0,27.0
SYNTHETIC_AF1_2025_W14_SWKANSAS,2025-06-15,2025,14,AF1,SALINA,SW KANSAS,2.0,3.0,236.0,3.0,57.0
