game_id,date,season,week,league,away,home,interceptions_lost,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_GAMBLERS,2023-04-16,2023,1,USFL,GAMBLERS,PANTHERS,,,,0.0,11.0
SYNTHETIC_USFL_2023_W5_GAMBLERS,2023-05-13,2023,5,USFL,STALLIONS,GAMBLERS,0.0,1.0,117.0,0.0,42.0
10798070,2024-09-07,2024,14,CFL,SSK,WPG,,,,0.0,6.0
10798079,2024-09-27,2024,17,CFL,EDM,WPG,0.0,0.0,4.0,0.0,9.0
10798083,2024-10-04,2024,18,CFL,WPG,HAM,,,,2.0,15.0
10798086,2024-10-11,2024,19,CFL,TOR,WPG,,,,1.0,4.0
10798095,2024-10-26,2024,21,CFL,WPG,MTL,,,,1.0,2.0
11824049,2025-06-12,2025,2,CFL,BC,WPG,,,,0.0,10.0
48,2025-04-05,2025,2,UFL,DEFENDERS,SHOWBOATS,,,,0.0,-6.0
56,2025-04-19,2025,4,UFL,RENEGADES,BATTLEHAWKS,0.0,0.0,21.0,0.0,52.0
11824069,2025-07-18,2025,7,CFL,CGY,WPG,,,,0.0,3.0
11824077,2025-08-01,2025,9,CFL,TOR,WPG,,,,0.0,11.0
11824088,2025-08-21,2025,12,CFL,WPG,MTL,,,,0.0,22.0
11824097,2025-09-06,2025,14,CFL,SSK,WPG,,,,0.0,2.0
11824124,2025-10-25,2025,21,CFL,MTL,WPG,1.0,0.0,79.0,1.0,30.0
