game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,,,7.0,,,,1.0,
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,7.0,7.0,24.0,7.0,36.0,15.0,56.0,6.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,11.0,1.0,1.0,6.0,41.0,11.0,59.0,7.0
