game_id,date,season,week,league,away,home,assists,catches,completions,drops,goals,throwAttempts,yardsReceived,yardsThrown
2023-05-28-ATX-DAL,2023-05-28,2023,5,,ATX,DAL,1.0,3.0,2.0,1.0,1.0,2.0,55.0,4.0
2023-07-01-DAL-ATX,2023-07-01,2023,10,,DAL,ATX,1.0,6.0,4.0,,1.0,4.0,66.0,-5.0
2023-07-07-HTX-ATX,2023-07-07,2023,11,,HTX,ATX,,0.0,0.0,,,0.0,0.0,0.0
