game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2024-03-20-1424761,2024-03-20,2024,1,T20I,Ghana,Kenya,,,,,,,24.0,0.0,0.0,22.0,3.0,1.0,1.0
cricket-t20i-2024-03-21-1424765,2024-03-21,2024,1,T20I,Zimbabwe,Kenya,2.0,0.0,1.0,11.0,1.0,0.0,12.0,0.0,0.0,18.0,0.0,1.0,1.0
cricket-t20i-2024-03-23-1424766,2024-03-23,2024,1,T20I,Uganda,Kenya,5.0,0.0,1.0,11.0,1.0,0.0,6.0,0.0,0.0,13.0,0.0,0.0,1.0
