game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2021-9YqdojR5vJ,,2021,1,USLC,,,1.0,0.1064,25.2889,9.1747,2.0,,,1.2331,,3.0,,5.0,2258.0,0.8493,1228.0,10.223,0.8325,0.6114,,8.0,,3.0,0.8936,0.7669,,0.6576,1.6605,0.841,0.2647
soccer-mlsnp-2022-7VqG1oWMvW,,2022,1,MLSNP,,,0.0,-0.105,22.9499,10.5312,1.0,,,0.628,,1.0,,1.0,1052.0,0.8571,483.0,1.2103,0.2506,1.8997,,3.0,,2.0,0.105,0.372,,0.2203,0.477,0.8546,0.4794
soccer-uslc-2022-9YqdojR5vJ,,2022,1,USLC,,,1.0,0.5643,22.7535,6.5621,0.0,,,0.0,,1.0,,2.0,907.0,0.8273,388.0,-3.5722,-0.9207,0.0,,0.0,,0.0,0.4357,0.0,,0.0,0.4357,0.8365,0.0
soccer-mlsnp-2023-7VqG1oWMvW,,2023,1,MLSNP,,,1.0,0.2746,23.6483,10.2356,1.0,,,-0.2179,,2.0,,7.0,1637.0,0.8923,1188.0,24.3676,2.0511,0.0816,,10.0,,3.0,0.7254,1.2179,,-0.1813,1.9433,0.8717,0.7774
soccer-mls-2024-pzeQZ6xQKw,,2024,1,MLS,,,0.0,-0.0166,21.3595,6.4925,1.0,,,0.3159,,1.0,,1.0,236.0,0.8929,112.0,1.2257,1.0944,0.2169,,2.0,,1.0,0.0166,0.6841,,0.0987,0.7007,0.8819,0.1652
soccer-mlsnp-2024-7VqG1oWMvW,,2024,1,MLSNP,,,0.0,-0.1145,24.3866,9.7131,0.0,,,-0.0834,,0.0,,2.0,838.0,0.888,616.0,11.8151,1.918,0.0,,1.0,,0.0,0.1145,0.0834,,-0.0834,0.1978,0.8688,0.0023
soccer-mls-2025-pzeQZ6xQKw,,2025,1,MLS,,,0.0,0.0,17.9662,7.0704,0.0,,,0.0,,0.0,,0.0,35.0,0.8182,11.0,-1.1046,-10.0421,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.9186,0.0
soccer-mlsnp-2025-7VqG1oWMvW,,2025,1,MLSNP,,,0.0,-0.0448,22.7282,7.3501,1.0,,,0.1616,,1.0,,1.0,160.0,0.9126,103.0,4.0416,3.9239,0.2424,,3.0,,1.0,0.0448,0.8384,,-0.0257,0.8832,0.8734,0.1855
soccer-uslc-2025-0OlMlzRqLz,,2025,1,USLC,,,0.0,0.0,23.9629,9.0757,0.0,,,0.0,,0.0,,0.0,667.0,0.847,353.0,2.0288,0.5747,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.8413,0.0
soccer-uslc-2026-7VqGZE35vW,,2026,1,USLC,,,1.0,0.3885,20.0542,7.0576,0.0,0.0,0.0,-0.2832,0.0,1.0,0.0,4.0,907.0,0.9035,487.0,14.1954,2.9149,0.0,0.0,2.0,0.0,2.0,0.6115,0.2832,0.0,0.9076,0.8947,0.8743,0.2373
