game_id,date,season,week,league,away,home,interceptions_lost,interceptions_made,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W15_TOR,,2023,15,CFL,,,,,,,0.0,-2.0,1.0,0.0,30.0,,
SYNTHETIC_CFL_2023_W16_TOR,,2023,16,CFL,,,,0.0,,,0.0,26.0,3.0,0.0,43.0,0.0,1.0
SYNTHETIC_CFL_2023_W17_TOR,,2023,17,CFL,,,,,,,0.0,7.0,3.0,0.0,8.0,,
SYNTHETIC_CFL_2023_W18_TOR,,2023,18,CFL,,,,,,,,,,1.0,26.0,,
SYNTHETIC_CFL_2023_W19_TOR,,2023,19,CFL,,,,,,,0.0,33.0,3.0,1.0,19.0,,
SYNTHETIC_CFL_2023_W20_TOR,,2023,20,CFL,,,,,,,0.0,0.0,0.0,0.0,9.0,,
SYNTHETIC_CFL_2023_W21_TOR,,2023,21,CFL,,,,,,,,,,1.0,-1.0,,
SYNTHETIC_CFL_2024_W1_TOR,,2024,1,CFL,,,,,,,,,,,-1.0,,
SYNTHETIC_CFL_2024_W3_TOR,,2024,3,CFL,,,1.0,,0.0,0.0,0.0,10.0,1.0,1.0,50.0,,
SYNTHETIC_CFL_2024_W4_TOR,,2024,4,CFL,,,,,,,0.0,23.0,2.0,0.0,16.0,,
SYNTHETIC_CFL_2024_W5_TOR,,2024,5,CFL,,,,,,,0.0,6.0,1.0,0.0,-1.0,,
SYNTHETIC_CFL_2024_W6_TOR,,2024,6,CFL,,,,,,,0.0,19.0,3.0,1.0,14.0,,
SYNTHETIC_CFL_2024_W7_TOR,,2024,7,CFL,,,,,,,0.0,3.0,1.0,0.0,4.0,,
SYNTHETIC_CFL_2024_W8_TOR,,2024,8,CFL,,,,,,,,,,0.0,4.0,,
SYNTHETIC_CFL_2024_W9_TOR,,2024,9,CFL,,,,,,,0.0,14.0,3.0,,,,
SYNTHETIC_CFL_2024_W10_TOR,,2024,10,CFL,,,,,,,0.0,16.0,1.0,0.0,11.0,,
SYNTHETIC_CFL_2024_W12_TOR,,2024,12,CFL,,,,,,,0.0,-1.0,1.0,0.0,1.0,,
SYNTHETIC_CFL_2024_W13_TOR,,2024,13,CFL,,,,,,,0.0,43.0,3.0,,,,
SYNTHETIC_CFL_2024_W14_TOR,,2024,14,CFL,,,,,,,0.0,3.0,2.0,,,,
SYNTHETIC_CFL_2024_W15_TOR,,2024,15,CFL,,,,,,,0.0,19.0,2.0,0.0,22.0,,
SYNTHETIC_CFL_2024_W16_TOR,,2024,16,CFL,,,,,,,0.0,3.0,1.0,0.0,29.0,,
SYNTHETIC_CFL_2024_W17_TOR,,2024,17,CFL,,,,,,,0.0,7.0,2.0,1.0,67.0,,
SYNTHETIC_CFL_2024_W19_TOR,,2024,19,CFL,,,,,,,0.0,33.0,3.0,0.0,22.0,,
SYNTHETIC_CFL_2024_W20_TOR,,2024,20,CFL,,,,,,,0.0,7.0,1.0,0.0,14.0,,
SYNTHETIC_CFL_2024_W21_TOR,,2024,21,CFL,,,,,,,1.0,32.0,3.0,1.0,35.0,,
SYNTHETIC_CFL_2025_W1_TOR,,2025,1,CFL,,,,,,,0.0,19.0,3.0,0.0,14.0,,
SYNTHETIC_CFL_2025_W2_TOR,,2025,2,CFL,,,,,,,,,,0.0,2.0,,
SYNTHETIC_CFL_2025_W7_TOR,,2025,7,CFL,,,,,,,0.0,35.0,4.0,1.0,32.0,,
SYNTHETIC_CFL_2025_W8_TOR,,2025,8,CFL,,,,,,,0.0,0.0,0.0,0.0,34.0,,
SYNTHETIC_CFL_2025_W9_TOR,,2025,9,CFL,,,,,,,0.0,0.0,0.0,0.0,5.0,,
SYNTHETIC_CFL_2025_W10_TOR,,2025,10,CFL,,,,,,,0.0,41.0,6.0,0.0,30.0,,
SYNTHETIC_CFL_2025_W11_TOR,,2025,11,CFL,,,,,,,0.0,21.0,4.0,0.0,12.0,,
SYNTHETIC_CFL_2025_W12_TOR,,2025,12,CFL,,,,,,,0.0,14.0,1.0,0.0,7.0,,
SYNTHETIC_CFL_2025_W16_TOR,,2025,16,CFL,,,,,,,,,,0.0,0.0,,
SYNTHETIC_CFL_2025_W17_TOR,,2025,17,CFL,,,,,,,,,,0.0,14.0,,
SYNTHETIC_CFL_2025_W20_TOR,,2025,20,CFL,,,,,,,,,,0.0,6.0,,
