game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,4.0,,,10.0,1.0,,,,5.0,,
NLL_2021_SEASON_TOTAL,,,1,,,,8.0,,,18.0,1.0,,11.0,,9.0,,
NLL_2022_SEASON_TOTAL,,,1,,,,8.0,,,16.0,1.0,,4.0,,9.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,5.0,,,18.0,1.0,,6.0,,6.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0
