game_id,date,season,week,league,away,home,interceptions_lost,lost_fumbles,passing_tds,passing_yards,rushing_tds,rushing_yards
SYNTHETIC_USFL_W8_PHI,,,8,USFL,,,,,,,0.0,-2.0
SYNTHETIC_USFL_W9_PHI,,,9,USFL,,,0.0,0.0,0.0,69.0,0.0,-13.0
SYNTHETIC_USFL_W11_PHI,,,11,USFL,,,0.0,,0.0,42.0,,
