game_id,date,season,week,league,away,home,match_loss,match_played,match_win,team_points_against,team_points_for
curling-wcf-world-2026-831-1-2,2026-02-24,2026,1,WCF-WORLD,Türkiye,Korea,1.0,1.0,0.0,14.0,4.0
curling-wcf-world-2026-831-10-1,2026-02-28,2026,1,WCF-WORLD,China,Türkiye,1.0,1.0,0.0,9.0,7.0
curling-wcf-world-2026-831-11-2,2026-03-01,2026,1,WCF-WORLD,Türkiye,Germany,0.0,1.0,1.0,5.0,6.0
curling-wcf-world-2026-831-5-1,2026-02-25,2026,1,WCF-WORLD,Türkiye,Switzerland,1.0,1.0,0.0,12.0,7.0
curling-wcf-world-2026-831-7-1,2026-02-26,2026,1,WCF-WORLD,Türkiye,Japan,1.0,1.0,0.0,9.0,3.0
curling-wcf-world-2026-831-8-3,2026-02-27,2026,1,WCF-WORLD,United States of America,Türkiye,1.0,1.0,0.0,8.0,5.0
curling-wcf-world-2026-832-10-1,2026-03-17,2026,1,WCF-WORLD,Korea,Türkiye,1.0,1.0,0.0,12.0,7.0
curling-wcf-world-2026-832-13-1,2026-03-18,2026,1,WCF-WORLD,Denmark,Türkiye,0.0,1.0,1.0,6.0,7.0
curling-wcf-world-2026-832-15-1,2026-03-19,2026,1,WCF-WORLD,Türkiye,China,1.0,1.0,0.0,10.0,5.0
curling-wcf-world-2026-832-18-2,2026-03-20,2026,1,WCF-WORLD,Australia,Türkiye,0.0,1.0,1.0,5.0,7.0
curling-wcf-world-2026-832-20-2,2026-03-20,2026,1,WCF-WORLD,Türkiye,Italy,0.0,1.0,1.0,7.0,10.0
curling-wcf-world-2026-832-21-1,2026-03-21,2026,1,WCF-WORLD,Türkiye,Japan,1.0,1.0,0.0,7.0,5.0
curling-wcf-world-2026-832-4-2,2026-03-15,2026,1,WCF-WORLD,Türkiye,Scotland,0.0,1.0,1.0,3.0,5.0
