game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_LEGION,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,19.0,-10.0
SYNTHETIC_AUDL_W3_LEGION,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-06-25-DAL-ATX,2022-06-25,2022,5,,DAL,ATX,1.0,1.0,,,0.0,0.0,,,0.0,24.0,69.0
2022-07-02-ATX-DAL,2022-07-02,2022,6,,ATX,DAL,0.0,1.0,,,0.0,0.0,,,1.0,24.0,0.0
2022-07-08-ATL-DAL,2022-07-08,2022,7,,ATL,DAL,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2022-07-16-DAL-ATX,2022-07-16,2022,8,,DAL,ATX,0.0,1.0,,,0.0,0.0,,,1.0,4.0,17.0
2022-07-22-DAL-ATL,2022-07-22,2022,9,,DAL,ATL,0.0,0.0,,,0.0,0.0,,,0.0,66.0,-7.0
2022-07-23-DAL-TB,2022-07-23,2022,9,,DAL,TB,0.0,0.0,,,0.0,0.0,,,0.0,-4.0,10.0
2022-07-30-TB-DAL,2022-07-30,2022,10,,TB,DAL,1.0,0.0,,,0.0,1.0,,,1.0,115.0,-6.0
2023-05-13-HTX-DAL,2023-05-13,2023,3,,HTX,DAL,,,,,,,1.0,,,,
2023-06-09-CAR-DAL,2023-06-09,2023,7,,CAR,DAL,,,,,,,1.0,,,,
2023-06-17-DAL-ATL,2023-06-17,2023,8,,DAL,ATL,,,1.0,1.0,,,,1.0,,12.0,-3.0
2023-07-15-HTX-DAL,2023-07-15,2023,12,,HTX,DAL,,,1.0,1.0,,,,1.0,,,7.0
2023-07-22-DAL-HTX,2023-07-22,2023,13,,DAL,HTX,,,0.0,,,,,0.0,0.0,0.0,
