game_id,date,season,week,league,away,home,recv_gp,recv_rec,recv_td,recv_yds
FOOTBALL_CFL_2019_SEASON_TOTAL,,2019,1,CFL,,,17.0,65.0,5.0,1056.0
FOOTBALL_CFL_2021_SEASON_TOTAL,,2021,1,CFL,,,8.0,28.0,1.0,411.0
FOOTBALL_CFL_2022_SEASON_TOTAL,,2022,1,CFL,,,18.0,85.0,11.0,1401.0
