game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452440,,,1,,,,7.0,4.0,1.0,7.0,0.0,5.0,1.0
2559383,,,1,,,,9.0,0.0,0.0,2.0,0.0,12.0,0.0
2660092,,,1,,,,2.0,1.0,0.0,2.0,0.0,6.0,0.0
2457576,,,2,,,,3.0,1.0,0.0,3.0,0.0,1.0,1.0
2559390,,,2,,,,3.0,0.0,0.0,5.0,0.0,9.0,0.0
2463134,,,3,,,,4.0,2.0,0.0,6.0,0.0,5.0,1.0
2559395,,,3,,,,4.0,1.0,0.0,4.0,0.0,5.0,0.0
2463415,,,4,,,,2.0,2.0,0.0,4.0,1.0,2.0,0.0
2559403,,,4,,,,3.0,1.0,0.0,5.0,0.0,4.0,0.0
2463419,,,5,,,,6.0,1.0,0.0,7.0,1.0,8.0,1.0
2559406,,,5,,,,2.0,0.0,0.0,5.0,0.0,7.0,1.0
2559424,,,6,,,,10.0,2.0,0.0,1.0,0.0,11.0,1.0
