game_id,date,season,week,league,away,home,def_solo,def_tot,interceptions_made,sacks,tackles
FOOTBALL_CFL_2022_10_21_BC@EDM,2022-10-21,2022,1,CFL,BC,EDM,2.0,2.0,,,
9889318,2023-08-10,2023,10,CFL,WPG,EDM,,,0.0,0.0,2.0
9889322,2023-08-17,2023,11,CFL,EDM,HAM,,,0.0,0.0,3.0
9889329,2023-08-27,2023,12,CFL,OTT,EDM,,,0.0,0.0,3.0
9889333,2023-09-04,2023,13,CFL,EDM,CGY,,,0.0,0.0,0.0
9889337,2023-09-09,2023,14,CFL,CGY,EDM,,,0.0,0.0,3.0
9889339,2023-09-15,2023,15,CFL,EDM,SSK,,,0.0,0.0,0.0
9889343,2023-09-22,2023,16,CFL,BC,EDM,,,0.0,0.0,0.0
9889350,2023-10-06,2023,18,CFL,EDM,TOR,,,0.0,0.0,4.0
9889356,2023-10-14,2023,19,CFL,MTL,EDM,,,0.0,0.0,7.0
9889360,2023-10-21,2023,20,CFL,EDM,WPG,,,0.0,0.0,8.0
