game_id,date,season,week,league,away,home,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_incompletions,pass_long,pass_yards_per_attempt,passing_rate,passing_sacks,passing_td_pass,passing_td_pass_pct,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,safeties,solo_tackles,tackles
FOOTBALL_NAL_2026_3_13_T600414G1127142@T573852,2026-03-14,2026,2,NAL,Southwest Kansas Storm,Louisiana Rouxgaroux,,583.0,,,,,,,3.0,,,,,,24.0,14.0,10.0,19.0,10.0,36.0,4.0,0.0,0.0,146.0,24.0,,,,,,2.0,4.0,4.0,0.0,0.0,7.0,,,,
FOOTBALL_NAL_2026_3_28_T573852G1127146@T566773,2026-03-28,2026,4,NAL,Louisiana Rouxgaroux,Amarillo Warbirds,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,12.0,4.0,8.0,45.0,19.0,49.0,1.0,1.0,83.0,76.0,3.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0
FOOTBALL_IFL_2026_4_12_TTULSAOILERSG20260412T2GX@TORLANDOPIRATES,2026-04-12,2026,5,IFL,Tulsa Oilers,Orlando Pirates,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,15.8,20.0,0.0,63.0,4.0,,,,,,,,,,
FOOTBALL_NAL_2026_4_11_T573852G1127153@T577047,2026-04-12,2026,6,NAL,Louisiana Rouxgaroux,Pueblo Punishers,,455.0,,,,,,,0.0,,,,,,44.0,20.0,24.0,25.0,11.0,77.0,0.0,2.0,45.0,229.0,0.0,,,,,,2.0,2.0,1.0,0.0,0.0,2.0,,,,
FOOTBALL_NAL_2026_4_18_T581933G1127158@T573852,2026-04-19,2026,7,NAL,Dallas Bulls,Louisiana Rouxgaroux,,304.0,,,,,,,2.0,,,,,,23.0,7.0,16.0,34.0,17.0,52.0,0.0,3.0,130.0,119.0,0.0,,,,,,3.0,3.0,1.0,0.0,0.0,3.0,,,,
FOOTBALL_IFL_2026_5_2_TSANDIEGOSTRIKEFORCEG20260502S5MS@TTULSAOILERS,2026-05-02,2026,8,IFL,San Diego Strike Force,Tulsa Oilers,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,4.0,1.0,,,,,,,,,,
FOOTBALL_IFL_2026_5_16_TGREENBAYBLIZZARDG202605163ZVX@TTULSAOILERS,2026-05-16,2026,10,IFL,Green Bay Blizzard,Tulsa Oilers,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,10.0,0.0,19.0,4.0,,,,,,,,,,
FOOTBALL_IFL_2026_5_23_TTULSAOILERSG20260523IVJK@TSANANTONIOGUNSLINGERS,2026-05-23,2026,11,IFL,Tulsa Oilers,San Antonio Gunslingers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,13.7,21.0,0.0,41.0,3.0,,,,,,,,,1.0,2.0
