game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2016_10_1_CGY@HAM,2016-10-01,2016,1,CFL,CGY,HAM,,,13.0,1.0,1.0,13.0,13.0,,,,3.0,7.0,13.0
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,,,,,,,13.0,1.0,13.0,,,
FOOTBALL_CFL_2016_8_20_SSK@HAM,2016-08-20,2016,1,CFL,SSK,HAM,1.0,1.0,12.0,3.0,3.0,13.0,20.0,29.0,2.0,49.0,3.0,13.0,24.0
FOOTBALL_CFL_2016_8_26_SSK@EDM,2016-08-26,2016,1,CFL,SSK,EDM,,,19.0,5.0,6.0,37.0,44.0,20.0,1.0,20.0,5.0,5.0,15.0
FOOTBALL_CFL_2016_9_24_HAM@SSK,2016-09-24,2016,1,CFL,HAM,SSK,,,8.0,1.0,1.0,8.0,8.0,,,,3.0,5.0,11.0
