game_id,date,season,week,league,away,home,conversions,interceptions_lost,lost_fumbles,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_SHOWBOATS,2023-04-15,2023,1,USFL,SHOWBOATS,STARS,,0.0,,0.0,16.0,,,,,
SYNTHETIC_USFL_2023_W3_SHOWBOATS,2023-04-29,2023,3,USFL,GAMBLERS,SHOWBOATS,,1.0,,2.0,307.0,,,,0.0,17.0
SYNTHETIC_USFL_2023_W5_SHOWBOATS,2023-05-14,2023,5,USFL,BREAKERS,SHOWBOATS,1.0,1.0,,1.0,224.0,0.0,-13.0,1.0,0.0,5.0
SYNTHETIC_USFL_2023_W6_SHOWBOATS,2023-05-20,2023,6,USFL,SHOWBOATS,MAULERS,,,,1.0,135.0,,,,,21.0
57,2025-04-20,2025,4,UFL,DEFENDERS,BRAHMAS,,0.0,,0.0,151.0,,,,2.0,27.0
81,2025-05-03,2025,6,UFL,ROUGHNECKS,SHOWBOATS,,1.0,,1.0,154.0,,,,0.0,9.0
70,2025-05-17,2025,8,UFL,BATTLEHAWKS,STALLIONS,,1.0,1.0,2.0,146.0,,,,0.0,
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,,1.0,,0.0,176.0,,,,0.0,24.0
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,2.0,,0.0,224.0,,,,0.0,18.0
