game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_2023_W1_BREAKERS,2023-04-16,2023,1,USFL,BREAKERS,MAULERS,0.0,23.0,1.0,,
SYNTHETIC_USFL_2023_W3_BREAKERS,2023-04-29,2023,3,USFL,STALLIONS,BREAKERS,0.0,0.0,0.0,,
SYNTHETIC_USFL_2023_W5_BREAKERS,2023-05-14,2023,5,USFL,BREAKERS,SHOWBOATS,0.0,7.0,2.0,0.0,10.0
SYNTHETIC_USFL_2023_W11_BREAKERS,,2023,11,USFL,,,,14.0,1.0,,
10798064,2024-08-31,2024,13,CFL,OTT,BC,0.0,73.0,8.0,,
10798069,2024-09-07,2024,14,CFL,TOR,OTT,0.0,6.0,1.0,,
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,0.0,9.0,1.0,,
48,2025-04-05,2025,2,UFL,DEFENDERS,SHOWBOATS,0.0,42.0,1.0,,
55,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,0.0,0.0,0.0,0.0,2.0
58,2025-04-25,2025,5,UFL,STALLIONS,SHOWBOATS,0.0,0.0,0.0,,
66,2025-05-10,2025,7,UFL,RENEGADES,PANTHERS,0.0,31.0,2.0,,
68,2025-05-11,2025,7,UFL,SHOWBOATS,BATTLEHAWKS,0.0,26.0,2.0,0.0,9.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,0.0,0.0,0.0,,
73,2025-05-24,2025,9,UFL,SHOWBOATS,RENEGADES,0.0,49.0,1.0,,
75,2025-05-30,2025,10,UFL,DEFENDERS,BATTLEHAWKS,0.0,0.0,0.0,0.0,4.0
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,,,1.0,29.0
78,2025-06-01,2025,10,UFL,SHOWBOATS,STALLIONS,0.0,6.0,2.0,,
