game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-t20i-2021-10-15-1282738,2021-10-15,2021,1,T20I,Jersey,Germany,33.0,1.0,1.0,4.0,31.0,1.0,,1.0
cricket-t20i-2021-10-16-1282740,2021-10-16,2021,1,T20I,Denmark,Germany,37.0,4.0,0.0,3.0,36.0,1.0,,1.0
cricket-t20i-2021-10-17-1282743,2021-10-17,2021,1,T20I,Italy,Germany,7.0,0.0,0.0,2.0,2.0,0.0,,1.0
cricket-t20i-2021-10-19-1282745,2021-10-19,2021,1,T20I,Germany,Jersey,8.0,1.0,0.0,3.0,6.0,0.0,1.0,1.0
cricket-t20i-2021-10-20-1282747,2021-10-20,2021,1,T20I,Germany,Denmark,43.0,2.0,0.0,3.0,31.0,0.0,1.0,1.0
cricket-t20i-2021-10-21-1282748,2021-10-21,2021,1,T20I,Italy,Germany,6.0,0.0,0.0,3.0,1.0,0.0,,1.0
cricket-t20i-2022-02-18-1299569,2022-02-18,2022,1,T20I,Germany,Bahrain,1.0,0.0,0.0,5.0,0.0,0.0,,1.0
cricket-t20i-2022-02-19-1299572,2022-02-19,2022,1,T20I,United Arab Emirates,Germany,12.0,4.0,0.0,5.0,23.0,0.0,,1.0
cricket-t20i-2022-02-21-1299574,2022-02-21,2022,1,T20I,Germany,Ireland,40.0,2.0,1.0,4.0,45.0,1.0,1.0,1.0
cricket-t20i-2022-02-22-1299578,2022-02-22,2022,1,T20I,Germany,Canada,12.0,0.0,0.0,4.0,15.0,1.0,,1.0
cricket-t20i-2023-06-29-1381451,2023-06-29,2023,1,T20I,Austria,Germany,37.0,2.0,1.0,4.0,37.0,0.0,1.0,1.0
cricket-t20i-2023-06-30-1381452,2023-06-30,2023,1,T20I,Austria,Germany,7.0,1.0,1.0,4.0,6.0,0.0,,1.0
cricket-t20i-2023-07-20-1383070,2023-07-20,2023,1,T20I,Scotland,Germany,1.0,0.0,0.0,4.0,0.0,0.0,,1.0
cricket-t20i-2023-07-23-1383076,2023-07-23,2023,1,T20I,Denmark,Germany,21.0,2.0,1.0,4.0,21.0,0.0,2.0,1.0
cricket-t20i-2023-07-25-1383082,2023-07-25,2023,1,T20I,Jersey,Germany,50.0,8.0,1.0,5.0,57.0,0.0,1.0,1.0
cricket-t20i-2023-08-14-1387244,2023-08-14,2023,1,T20I,Germany,Guernsey,28.0,1.0,0.0,5.0,34.0,1.0,,1.0
cricket-t20i-2023-08-15-1387245,2023-08-15,2023,1,T20I,Guernsey,Germany,18.0,1.0,0.0,4.0,20.0,0.0,,1.0
cricket-t20i-2024-07-08-1439814,2024-07-08,2024,1,T20I,Germany,Gibraltar,17.0,0.0,0.0,4.0,12.0,0.0,,1.0
cricket-t20i-2024-07-09-1439819,2024-07-09,2024,1,T20I,Germany,Sweden,30.0,4.0,1.0,3.0,47.0,1.0,,1.0
cricket-t20i-2024-07-11-1439822,2024-07-11,2024,1,T20I,Norway,Germany,13.0,0.0,0.0,4.0,4.0,0.0,,1.0
