game_id,date,season,week,league,away,home,conversions,receiving_tds,receiving_yards,receptions
87,2026-03-27,2026,1,UFL,BIRMINGHAM STALLIONS,LOUISVILLE KINGS,,0.0,0.0,0.0
92,2026-04-04,2026,2,UFL,LOUISVILLE KINGS,ORLANDO STORM,,0.0,39.0,2.0
95,2026-04-10,2026,3,UFL,ORLANDO STORM,LOUISVILLE KINGS,,0.0,44.0,2.0
99,2026-04-16,2026,4,UFL,LOUISVILLE KINGS,HOUSTON GAMBLERS,1.0,0.0,0.0,0.0
