game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,sacks,tackles
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
FOOTBALL_AF1_2026_5_30_T584747G1168388@T602555,2026-05-30,2026,8,AF1,Kentucky Barrels,Minnesota Monsters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FOOTBALL_AF1_2026_6_13_T602555G1168396@T584637,2026-06-13,2026,10,AF1,Minnesota Monsters,Nashville Kats,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
