game_id,date,season,week,league,away,home,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds,score_p,score_pts,score_tot
FOOTBALL_CFL_2021_11_13_EDM@SSK,2021-11-13,2021,1,CFL,EDM,SSK,9.0,3.0,4.0,,14.0,23.0,16.0,4.0,57.0,,,,,,
FOOTBALL_CFL_2021_11_16_EDM@TOR,2021-11-16,2021,1,CFL,EDM,TOR,4.0,1.0,1.0,,4.0,4.0,16.0,2.0,32.0,1.0,14.0,14.0,,,
FOOTBALL_CFL_2021_11_19_EDM@BC,2021-11-19,2021,1,CFL,EDM,BC,11.0,6.0,7.0,,14.0,48.0,,1.0,,,,,,,
FOOTBALL_CFL_2021_9_11_CGY@EDM,2021-09-11,2021,1,CFL,CGY,EDM,27.0,1.0,1.0,,,27.0,21.0,2.0,35.0,,,,,,
FOOTBALL_CFL_2021_9_18_WPG@EDM,2021-09-18,2021,1,CFL,WPG,EDM,10.0,1.0,1.0,,,10.0,36.0,4.0,79.0,1.0,-7.0,-7.0,,,
FOOTBALL_CFL_2021_9_6_EDM@CGY,2021-09-06,2021,1,CFL,EDM,CGY,,3.0,4.0,1.0,20.0,56.0,,,,,,,1.0,6.0,1.0
