game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2021_12_12_WPG@HAM,2021-12-12,2021,1,CFL,WPG,HAM,,1.0,1.0,,,,
FOOTBALL_CFL_2021_12_5_HAM@TOR,2021-12-05,2021,1,CFL,HAM,TOR,1.0,2.0,2.0,8.0,,,
FOOTBALL_CFL_2021_8_14_HAM@SSK,2021-08-14,2021,1,CFL,HAM,SSK,1.0,1.0,1.0,2.0,,,
FOOTBALL_CFL_2021_8_27_HAM@MTL,2021-08-27,2021,1,CFL,HAM,MTL,,2.0,2.0,,,,
9889322,2023-08-17,2023,11,CFL,EDM,HAM,,,,,0.0,0.0,2.0
9889328,2023-08-26,2023,12,CFL,HAM,BC,,,,,0.0,0.0,1.0
9889332,2023-09-04,2023,13,CFL,TOR,HAM,,,,,0.0,0.0,4.0
9889334,2023-09-08,2023,14,CFL,HAM,OTT,,,,,0.0,0.0,6.0
9889340,2023-09-16,2023,15,CFL,WPG,HAM,,,,,1.0,0.0,2.0
9889345,2023-09-23,2023,16,CFL,HAM,TOR,,,,,0.0,0.0,3.0
9889349,2023-09-30,2023,17,CFL,CGY,HAM,,,,,0.0,0.0,3.0
9889352,2023-10-07,2023,18,CFL,HAM,SSK,,,,,0.0,0.0,3.0
9889354,2023-10-13,2023,19,CFL,BC,HAM,,,,,0.0,1.0,1.0
10798142,2024-05-20,2024,1,CFL,WPG,SSK,,,,,0.0,0.0,1.0
