game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_8_1_T3TULSAOILERSG20260801Q8QK@T2JACKSONVILLESHARKS,2026-08-01,2026,,IFL,#3 Tulsa Oilers,#2 Jacksonville Sharks,4.0,,,,,,,,4.0,0.5,3.0,7.0,0.5,0.0
FOOTBALL_AF1_2026_4_19_T612138G1168205@T584747,2026-04-19,2026,2,AF1,Oceanside Stealth,Kentucky Barrels,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,2.0,,
FOOTBALL_AF1_2026_5_17_T584761G1168220@T584747,2026-05-17,2026,6,AF1,Beaumont Renegades,Kentucky Barrels,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,
FOOTBALL_AF1_2026_5_30_T584747G1168388@T602555,2026-05-30,2026,8,AF1,Kentucky Barrels,Minnesota Monsters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,1.0,,
FOOTBALL_AF1_2026_6_7_T584747G1168391@T584638,2026-06-07,2026,9,AF1,Kentucky Barrels,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,2.0,,
