game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2025_W1_BC,,2025,1,CFL,,,,2.0,2.0
SYNTHETIC_CFL_2025_W3_BC,,2025,3,CFL,,,0.0,22.0,3.0
SYNTHETIC_CFL_2025_W4_BC,,2025,4,CFL,,,0.0,27.0,4.0
