game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_W3_SSK,,,3,CFL,,,,0.0,5.0,1.0,,,,
SYNTHETIC_CFL_W6_SSK,,,6,CFL,,,,0.0,40.0,2.0,,,,
SYNTHETIC_CFL_W7_SSK,,,7,CFL,,,,0.0,51.0,1.0,,,,
SYNTHETIC_CFL_W8_SSK,,,8,CFL,,,,0.0,32.0,1.0,,,,
SYNTHETIC_CFL_W14_SSK,,,14,CFL,,,,0.0,22.0,2.0,,,,
SYNTHETIC_CFL_W20_SSK,,,20,CFL,,,,0.0,0.0,0.0,,,,
SYNTHETIC_CFL_2023_W1_SSK,,2023,1,CFL,,,,0.0,38.0,1.0,,,,
SYNTHETIC_CFL_2023_W2_SSK,,2023,2,CFL,,,,3.0,77.0,7.0,,,,
SYNTHETIC_CFL_2023_W3_SSK,,2023,3,CFL,,,,0.0,57.0,3.0,,,,
SYNTHETIC_CFL_2023_W5_SSK,,2023,5,CFL,,,,0.0,63.0,3.0,,,,
SYNTHETIC_CFL_2023_W6_SSK,,2023,6,CFL,,,,0.0,3.0,1.0,,,,
SYNTHETIC_CFL_2023_W7_SSK,,2023,7,CFL,,,,0.0,36.0,2.0,,,,
SYNTHETIC_CFL_2023_W8_SSK,,2023,8,CFL,,,,0.0,91.0,5.0,,,,
SYNTHETIC_CFL_2023_W9_SSK,,2023,9,CFL,,,,0.0,61.0,4.0,,,,
SYNTHETIC_CFL_2023_W10_SSK,,2023,10,CFL,,,,0.0,31.0,2.0,,,,
SYNTHETIC_CFL_2023_W11_SSK,,2023,11,CFL,,,,1.0,106.0,5.0,,,,
SYNTHETIC_CFL_2023_W13_SSK,,2023,13,CFL,,,,0.0,53.0,4.0,,,,
SYNTHETIC_CFL_2023_W14_SSK,,2023,14,CFL,,,,0.0,41.0,3.0,,,,
SYNTHETIC_CFL_2023_W15_SSK,,2023,15,CFL,,,0.0,0.0,50.0,5.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W16_SSK,,2023,16,CFL,,,0.0,0.0,63.0,3.0,,,0.0,1.0
SYNTHETIC_CFL_2023_W17_SSK,,2023,17,CFL,,,,0.0,76.0,5.0,,,,
SYNTHETIC_CFL_2023_W18_SSK,,2023,18,CFL,,,,0.0,43.0,4.0,,,,
SYNTHETIC_CFL_2023_W19_SSK,,2023,19,CFL,,,,0.0,57.0,4.0,,,,
SYNTHETIC_CFL_2023_W20_SSK,,2023,20,CFL,,,,1.0,137.0,7.0,,,,
SYNTHETIC_CFL_2024_W1_SSK,,2024,1,CFL,,,0.0,0.0,27.0,4.0,,,0.0,1.0
SYNTHETIC_CFL_2024_W2_SSK,,2024,2,CFL,,,,0.0,45.0,5.0,,,,
SYNTHETIC_CFL_2024_W3_SSK,,2024,3,CFL,,,,1.0,39.0,3.0,,,,
SYNTHETIC_CFL_2024_W5_SSK,,2024,5,CFL,,,,1.0,54.0,3.0,,,,
SYNTHETIC_CFL_2024_W6_SSK,,2024,6,CFL,,,,0.0,161.0,8.0,,,,
SYNTHETIC_CFL_2024_W7_SSK,,2024,7,CFL,,,,0.0,53.0,6.0,,,,
SYNTHETIC_CFL_2024_W8_SSK,,2024,8,CFL,,,,0.0,63.0,6.0,,,,
SYNTHETIC_CFL_2024_W9_SSK,,2024,9,CFL,,,,0.0,41.0,5.0,,,,
SYNTHETIC_CFL_2024_W10_SSK,,2024,10,CFL,,,,1.0,56.0,8.0,,,,
SYNTHETIC_CFL_2024_W11_SSK,,2024,11,CFL,,,,0.0,25.0,4.0,,,,
SYNTHETIC_CFL_2024_W12_SSK,,2024,12,CFL,,,,0.0,66.0,8.0,,,,
SYNTHETIC_CFL_2024_W13_SSK,,2024,13,CFL,,,,0.0,63.0,5.0,,,,
SYNTHETIC_CFL_2024_W14_SSK,,2024,14,CFL,,,,1.0,66.0,4.0,,,,
SYNTHETIC_CFL_2024_W16_SSK,,2024,16,CFL,,,,0.0,22.0,1.0,,,,
SYNTHETIC_CFL_2024_W17_SSK,,2024,17,CFL,,,,0.0,63.0,7.0,,,,
SYNTHETIC_CFL_2024_W18_SSK,,2024,18,CFL,,,,1.0,126.0,4.0,,,,
SYNTHETIC_CFL_2024_W19_SSK,,2024,19,CFL,,,,0.0,94.0,6.0,,,,
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,,1.0,133.0,8.0,,,,
SYNTHETIC_CFL_2025_W2_SSK,,2025,2,CFL,,,,0.0,37.0,4.0,,,,
SYNTHETIC_CFL_2025_W7_SSK,,2025,7,CFL,,,,0.0,78.0,2.0,,,,
SYNTHETIC_CFL_2025_W8_SSK,,2025,8,CFL,,,,1.0,113.0,6.0,,,,
SYNTHETIC_CFL_2025_W17_SSK,,2025,17,CFL,,,,0.0,63.0,7.0,0.0,11.0,,
SYNTHETIC_CFL_2025_W18_SSK,,2025,18,CFL,,,,0.0,22.0,4.0,,,,
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,,0.0,142.0,6.0,,,,
