game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_tds,int_avg,int_long,int_yards,pass_defended,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_5_30_TFISHERSFREIGHTG20260530E67H@TJACKSONVILLESHARKS,2026-05-30,2026,12,IFL,Fishers Freight,Jacksonville Sharks,3.0,1.0,0.0,0.0,0.0,0.0,1.0,,,4.0,7.0,,
FOOTBALL_IFL_2026_6_6_TSANANTONIOGUNSLINGERSG20260606MDZ0@TJACKSONVILLESHARKS,2026-06-06,2026,13,IFL,San Antonio Gunslingers,Jacksonville Sharks,2.0,1.0,1.0,45.0,45.0,45.0,1.0,,,1.0,3.0,,
FOOTBALL_IFL_2026_6_12_TJACKSONVILLESHARKSG20260612DROA@TGREENBAYBLIZZARD,2026-06-12,2026,14,IFL,Jacksonville Sharks,Green Bay Blizzard,5.0,,,,,,,,,4.0,9.0,,
FOOTBALL_IFL_2026_6_21_TJACKSONVILLESHARKSG202606212HO4@TORLANDOPIRATES,2026-06-21,2026,15,IFL,Jacksonville Sharks,Orlando Pirates,0.0,,,,,,,1.0,1.0,7.0,7.0,2.0,0.0
FOOTBALL_IFL_2026_6_28_TSANDIEGOSTRIKEFORCEG20260628FR6E@TJACKSONVILLESHARKS,2026-06-28,2026,16,IFL,San Diego Strike Force,Jacksonville Sharks,5.0,,,,,,,,,2.0,7.0,,
