game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-06-03-NY-MTL,2023-06-03,2023,6,AUDL,NEW YORK EMPIRE,MONTREAL ROYAL,,,2.0,2.0,,,,2.0,,23.0,35.0
2023-06-16-MTL-DC,2023-06-16,2023,8,AUDL,MONTREAL ROYAL,DC BREEZE,,,2.0,3.0,,,,3.0,,18.0,8.0
2023-06-17-MTL-PHI,2023-06-17,2023,8,AUDL,MONTREAL ROYAL,PHILADELPHIA PHOENIX,1.0,1.0,,,,,,,,,
2023-06-23-DC-MTL,2023-06-23,2023,9,AUDL,DC BREEZE,MONTREAL ROYAL,,,1.0,1.0,,,1.0,1.0,,19.0,20.0
2026-05-02-MTL-BOS,2026-05-02,2026,2,UFA,royal,glory,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-03-MTL-DC,2026-05-03,2026,2,UFA,royal,breeze,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-09-MTL-TOR,2026-05-09,2026,3,UFA,royal,rush,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-10-MTL-PIT,2026-05-10,2026,3,UFA,royal,thunderbirds,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-16-BOS-MTL,2026-05-16,2026,4,UFA,glory,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-23-TOR-MTL,2026-05-23,2026,5,UFA,rush,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-05-30-DC-MTL,2026-05-30,2026,6,UFA,breeze,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-06-06-NY-MTL,2026-06-06,2026,7,UFA,empire,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-06-13-MTL-PHI,2026-06-13,2026,8,UFA,royal,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,14.0
2026-06-19-PHI-MTL,2026-06-19,2026,9,UFA,phoenix,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2026-07-05-TOR-MTL,2026-07-05,2026,11,UFA,rush,royal,0.0,0.0,,,0.0,0.0,,,1.0,3.0,17.0
