game_id,date,season,week,league,away,home,extra_point,field_goal_yards,interceptions_made,missed,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,sacks,score_pts,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm,tackles
FOOTBALL_CFL_2016_10_10_CGY@TOR,2016-10-10,2016,1,CFL,CGY,TOR,,,,,64.0,6.0,6.0,106.0,,357.0,,14.0,4.0,4.0,36.0,14.0,2.0,2.0,
FOOTBALL_CFL_2016_10_15_MTL@CGY,2016-10-15,2016,1,CFL,MTL,CGY,,,,,64.0,4.0,4.0,82.0,,239.0,,4.0,3.0,1.0,25.0,4.0,1.0,1.0,
FOOTBALL_CFL_2016_10_1_CGY@HAM,2016-10-01,2016,1,CFL,CGY,HAM,,,,,,,,,,,,8.0,2.0,2.0,44.0,8.0,2.0,2.0,
FOOTBALL_CFL_2016_10_21_TOR@CGY,2016-10-21,2016,1,CFL,TOR,CGY,,,,,70.0,4.0,4.0,106.0,,262.0,,11.0,3.0,3.0,48.0,11.0,2.0,2.0,
FOOTBALL_CFL_2016_10_30_CGY@MTL,2016-10-30,2016,1,CFL,CGY,MTL,,,,,62.0,3.0,3.0,66.0,,174.0,,6.0,2.0,2.0,39.0,6.0,,,
FOOTBALL_CFL_2016_11_20_BC@CGY,2016-11-20,2016,1,CFL,BC,CGY,,,,,67.0,6.0,6.0,95.0,,371.0,,10.0,2.0,2.0,34.0,10.0,4.0,4.0,
FOOTBALL_CFL_2016_11_27_CGY@OTT,2016-11-27,2016,1,CFL,CGY,OTT,,,,,59.0,5.0,5.0,85.0,,282.0,,9.0,2.0,2.0,32.0,9.0,4.0,3.0,
FOOTBALL_CFL_2016_6_25_CGY@BC,2016-06-25,2016,1,CFL,CGY,BC,,,,,68.0,4.0,4.0,80.0,,256.0,,6.0,3.0,1.0,43.0,4.0,2.0,1.0,
FOOTBALL_CFL_2016_7_1_WPG@CGY,2016-07-01,2016,1,CFL,WPG,CGY,,,,,79.0,6.0,5.0,124.0,,434.0,,12.0,4.0,3.0,38.0,11.0,3.0,2.0,
FOOTBALL_CFL_2016_7_21_CGY@WPG,2016-07-21,2016,1,CFL,CGY,WPG,,,,,74.0,6.0,6.0,139.0,,393.0,,8.0,2.0,2.0,49.0,8.0,4.0,2.0,
FOOTBALL_CFL_2016_7_29_BC@CGY,2016-07-29,2016,1,CFL,BC,CGY,,,,,95.0,5.0,4.0,96.0,,369.0,,17.0,5.0,5.0,46.0,17.0,3.0,2.0,
FOOTBALL_CFL_2016_7_8_CGY@OTT,2016-07-08,2016,1,CFL,CGY,OTT,,,,,73.0,3.0,2.0,34.0,,192.0,,14.0,5.0,4.0,42.0,13.0,2.0,1.0,
FOOTBALL_CFL_2016_8_13_CGY@SSK,2016-08-13,2016,1,CFL,CGY,SSK,,,,,67.0,5.0,5.0,82.0,,309.0,,13.0,4.0,4.0,46.0,13.0,1.0,1.0,
FOOTBALL_CFL_2016_8_19_CGY@BC,2016-08-19,2016,1,CFL,CGY,BC,,,,,68.0,7.0,7.0,110.0,,454.0,,11.0,3.0,3.0,45.0,11.0,2.0,2.0,
FOOTBALL_CFL_2016_8_28_HAM@CGY,2016-08-28,2016,1,CFL,HAM,CGY,,,,,80.0,5.0,5.0,106.0,,360.0,,16.0,5.0,5.0,45.0,16.0,1.0,1.0,
FOOTBALL_CFL_2016_8_4_SSK@CGY,2016-08-04,2016,1,CFL,SSK,CGY,,,,,75.0,4.0,4.0,76.0,,275.0,,17.0,5.0,5.0,35.0,17.0,3.0,2.0,
FOOTBALL_CFL_2016_9_10_CGY@EDM,2016-09-10,2016,1,CFL,CGY,EDM,,,,,69.0,3.0,3.0,68.0,,196.0,,8.0,3.0,2.0,40.0,8.0,2.0,2.0,
FOOTBALL_CFL_2016_9_17_OTT@CGY,2016-09-17,2016,1,CFL,OTT,CGY,,,,,95.0,8.0,7.0,140.0,,577.0,,9.0,2.0,2.0,40.0,8.0,2.0,2.0,
FOOTBALL_CFL_2016_9_24_WPG@CGY,2016-09-24,2016,1,CFL,WPG,CGY,,,,,68.0,2.0,2.0,49.0,,133.0,,16.0,6.0,5.0,52.0,16.0,1.0,1.0,
FOOTBALL_CFL_2016_9_5_EDM@CGY,2016-09-05,2016,1,CFL,EDM,CGY,,,,,93.0,6.0,5.0,105.0,,398.0,,13.0,3.0,3.0,33.0,12.0,3.0,3.0,
FOOTBALL_CFL_2017_10_13_CGY@HAM,2017-10-13,2017,1,CFL,CGY,HAM,,,,,65.0,5.0,5.0,90.0,,309.0,,14.0,5.0,4.0,38.0,13.0,1.0,1.0,
FOOTBALL_CFL_2017_10_20_SSK@CGY,2017-10-20,2017,1,CFL,SSK,CGY,,,,,,,,,,,,6.0,2.0,2.0,48.0,6.0,,,
FOOTBALL_CFL_2017_10_28_CGY@EDM,2017-10-28,2017,1,CFL,CGY,EDM,,,,,61.0,3.0,3.0,75.0,,136.0,,8.0,2.0,2.0,44.0,8.0,2.0,2.0,
FOOTBALL_CFL_2017_11_19_EDM@CGY,2017-11-19,2017,1,CFL,EDM,CGY,,,,,94.0,5.0,4.0,73.0,,352.0,,5.0,1.0,,,3.0,3.0,3.0,
FOOTBALL_CFL_2017_11_26_CGY@TOR,2017-11-26,2017,1,CFL,CGY,TOR,,,,,55.0,5.0,5.0,59.0,,258.0,,4.0,1.0,1.0,39.0,4.0,1.0,1.0,
FOOTBALL_CFL_2017_11_3_WPG@CGY,2017-11-03,2017,1,CFL,WPG,CGY,,,,,,,,,,,,3.0,1.0,1.0,28.0,3.0,,,
FOOTBALL_CFL_2017_6_23_CGY@OTT,2017-06-23,2017,1,CFL,CGY,OTT,,,,,70.0,4.0,4.0,66.0,,262.0,,11.0,4.0,3.0,20.0,11.0,2.0,2.0,
FOOTBALL_CFL_2017_6_29_OTT@CGY,2017-06-29,2017,1,CFL,OTT,CGY,,,,,95.0,7.0,4.0,96.0,,509.0,,5.0,1.0,1.0,15.0,4.0,4.0,1.0,
FOOTBALL_CFL_2017_7_14_CGY@MTL,2017-07-14,2017,1,CFL,CGY,MTL,,,,,67.0,4.0,4.0,92.0,,253.0,,16.0,5.0,5.0,40.0,16.0,1.0,1.0,
FOOTBALL_CFL_2017_7_22_SSK@CGY,2017-07-22,2017,1,CFL,SSK,CGY,,,,,78.0,4.0,4.0,103.0,,266.0,,9.0,2.0,2.0,47.0,9.0,3.0,3.0,
FOOTBALL_CFL_2017_7_29_HAM@CGY,2017-07-29,2017,1,CFL,HAM,CGY,,,,,76.0,9.0,9.0,182.0,,645.0,,9.0,1.0,1.0,43.0,9.0,6.0,6.0,
FOOTBALL_CFL_2017_7_7_CGY@WPG,2017-07-07,2017,1,CFL,CGY,WPG,,,,,67.0,5.0,5.0,91.0,,313.0,,11.0,4.0,3.0,30.0,11.0,2.0,2.0,
FOOTBALL_CFL_2017_8_18_CGY@BC,2017-08-18,2017,1,CFL,CGY,BC,,,,,65.0,6.0,6.0,126.0,,358.0,,15.0,5.0,5.0,46.0,15.0,,,
FOOTBALL_CFL_2017_8_26_TOR@CGY,2017-08-26,2017,1,CFL,TOR,CGY,,,,,70.0,3.0,3.0,30.0,,200.0,,11.0,3.0,3.0,40.0,10.0,2.0,1.0,
FOOTBALL_CFL_2017_8_3_CGY@TOR,2017-08-03,2017,1,CFL,CGY,TOR,,,,,72.0,7.0,7.0,153.0,,457.0,,11.0,3.0,2.0,29.0,11.0,5.0,5.0,
FOOTBALL_CFL_2017_9_16_BC@CGY,2017-09-16,2017,1,CFL,BC,CGY,,,,,71.0,3.0,3.0,80.0,,192.0,,14.0,4.0,4.0,42.0,14.0,2.0,2.0,
FOOTBALL_CFL_2017_9_24_CGY@SSK,2017-09-24,2017,1,CFL,CGY,SSK,,,,,,,,,,,,15.0,5.0,5.0,40.0,15.0,,,
FOOTBALL_CFL_2017_9_29_MTL@CGY,2017-09-29,2017,1,CFL,MTL,CGY,,,,,75.0,9.0,8.0,159.0,,612.0,,21.0,5.0,5.0,45.0,20.0,5.0,5.0,
