game_id,date,season,week,league,away,home,pass_defended,sacks,tackles
FOOTBALL_XFL_2023_2_19_SEA@DC,2023-02-19,2023,1,XFL,SEA,DC,,,2.0
FOOTBALL_XFL_2023_2_25_DC@VGS,2023-02-25,2023,2,XFL,DC,VGS,1.0,0.5,1.0
FOOTBALL_XFL_2023_3_5_STL@DC,2023-03-05,2023,3,XFL,STL,DC,,1.0,2.0
FOOTBALL_XFL_2023_3_12_VGS@DC,2023-03-12,2023,4,XFL,VGS,DC,,,1.0
FOOTBALL_XFL_2023_3_18_DC@STL,2023-03-18,2023,5,XFL,DC,STL,,1.0,3.0
FOOTBALL_XFL_2023_3_27_HOU@DC,2023-03-27,2023,6,XFL,HOU,DC,,,1.0
FOOTBALL_XFL_2023_4_16_ARL@DC,2023-04-16,2023,9,XFL,ARL,DC,,0.5,2.0
FOOTBALL_XFL_2023_4_22_DC@SA,2023-04-22,2023,10,XFL,DC,SA,,0.5,6.0
