game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_CASCADES,,,1,AUDL,,,0.0,1.0,,,0.0,0.0,,,,,1.0,44.0,18.0
SYNTHETIC_AUDL_W2_CASCADES,,,2,AUDL,,,2.0,2.0,,,1.0,0.0,,,,,2.0,191.0,81.0
2022-06-17-SEA-OAK,2022-06-17,2022,4,,SEA,OAK,1.0,4.0,,,1.0,0.0,,,,,0.0,14.0,49.0
2022-06-18-SEA-COL,2022-06-18,2022,4,,SEA,COL,1.0,3.0,,,0.0,2.0,,,,,1.0,87.0,43.0
2022-06-25-OAK-SEA,2022-06-25,2022,5,,OAK,SEA,1.0,1.0,,,1.0,0.0,,,,,0.0,-5.0,72.0
2022-07-08-SLC-SEA,2022-07-08,2022,7,AUDL,shred,cascades,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0
2022-07-23-SD-SEA,2022-07-23,2022,9,AUDL,growlers,cascades,0.0,1.0,,,0.0,1.0,,,,,1.0,50.0,63.0
2023-04-28-SEA-SLC,2023-04-28,2023,1,AUDL,SEATTLE CASCADES,SALT LAKE SHRED,2.0,1.0,22.0,22.0,,,,,,25.0,3.0,166.0,124.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,AUDL,SEATTLE CASCADES,OAKLAND SPIDERS,,,,,,,3.0,,,,,,
2023-05-06-SLC-SEA,2023-05-06,2023,2,AUDL,SALT LAKE SHRED,SEATTLE CASCADES,,,20.0,19.0,,,,,,22.0,3.0,158.0,72.0
2023-05-13-SEA-COL,2023-05-13,2023,3,AUDL,SEATTLE CASCADES,COLORADO SUMMIT,,,7.0,9.0,,1.0,,,,9.0,,52.0,68.0
2023-06-02-SEA-POR,2023-06-02,2023,6,AUDL,SEATTLE CASCADES,PORTLAND NITRO,1.0,1.0,9.0,11.0,,,1.0,,2.0,11.0,,8.0,34.0
2023-06-10-LA-SEA,2023-06-10,2023,7,AUDL,LA AVIATORS,SEATTLE CASCADES,1.0,,3.0,4.0,,,,,1.0,4.0,,2.0,19.0
2023-06-17-SEA-SD,2023-06-17,2023,8,AUDL,SEATTLE CASCADES,SAN DIEGO GROWLERS,1.0,3.0,4.0,7.0,,1.0,1.0,,1.0,9.0,,-5.0,43.0
2023-06-18-SEA-LA,2023-06-18,2023,8,AUDL,SEATTLE CASCADES,LA AVIATORS,,,,,,,,,,,1.0,,
2023-07-01-COL-SEA,2023-07-01,2023,10,AUDL,COLORADO SUMMIT,SEATTLE CASCADES,1.0,1.0,13.0,15.0,1.0,,,1.0,2.0,18.0,2.0,52.0,125.0
2023-07-15-SD-SEA,2023-07-15,2023,12,AUDL,SAN DIEGO GROWLERS,SEATTLE CASCADES,,,10.0,11.0,,,1.0,1.0,,12.0,1.0,44.0,170.0
2023-07-22-POR-SEA,2023-07-22,2023,13,AUDL,PORTLAND NITRO,SEATTLE CASCADES,,2.0,13.0,10.0,,,1.0,,1.0,15.0,5.0,97.0,-14.0
