game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,sacks,tackles
FOOTBALL_AF1_2026_4_12_T584638G1168203@T584641,2026-04-12,2026,1,AF1,Oregon Lightning,Washington Wolfpack,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,3.0
FOOTBALL_AF1_2026_4_25_T584635G1168207@T584638,2026-04-26,2026,3,AF1,Albany Firebirds,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,0.0,82.0,,,,,,,,0.0,0.0,1.0
FOOTBALL_AF1_2026_5_2_T584638G1168213@T606163,2026-05-02,2026,4,AF1,Oregon Lightning,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,13.0,17.0,29.0,0.0,0.0,3.0,67.0,4.0,0.0,0.0,1.0
FOOTBALL_AF1_2026_5_9_T584638G1168218@T584637,2026-05-09,2026,5,AF1,Oregon Lightning,Nashville Kats,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,39.0,,,,,,,,0.0,0.0,2.0
FOOTBALL_AF1_2026_5_23_T606163G1168385@T584638,2026-05-24,2026,7,AF1,Michigan Arsenal,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,,0.0,4.0
