game_id,date,season,week,league,away,home,extra_point,field_goal_yards,missed
SYNTHETIC_USFL_2023_W1_STALLIONS,,2023,1,USFL,,,3.0,72.0,
SYNTHETIC_USFL_2023_W2_STALLIONS,,2023,2,USFL,,,6.0,,
SYNTHETIC_USFL_2023_W3_STALLIONS,,2023,3,USFL,,,4.0,25.0,
SYNTHETIC_USFL_2023_W4_STALLIONS,,2023,4,USFL,,,3.0,37.0,
SYNTHETIC_USFL_2023_W5_STALLIONS,,2023,5,USFL,,,2.0,96.0,1.0
SYNTHETIC_USFL_2023_W6_STALLIONS,,2023,6,USFL,,,2.0,65.0,
SYNTHETIC_USFL_2023_W7_STALLIONS,,2023,7,USFL,,,3.0,22.0,
SYNTHETIC_USFL_2023_W8_STALLIONS,,2023,8,USFL,,,3.0,71.0,
SYNTHETIC_USFL_2023_W9_STALLIONS,,2023,9,USFL,,,5.0,24.0,
SYNTHETIC_USFL_2023_W10_STALLIONS,,2023,10,USFL,,,3.0,71.0,
SYNTHETIC_UFL_2024_W1_STALLIONS,,2024,1,UFL,,,,27.0,1.0
SYNTHETIC_UFL_2024_W2_STALLIONS,,2024,2,UFL,,,,122.0,
SYNTHETIC_UFL_2024_W3_STALLIONS,,2024,3,UFL,,,,111.0,
SYNTHETIC_UFL_2024_W4_STALLIONS,,2024,4,UFL,,,,151.0,
SYNTHETIC_UFL_2024_W5_STALLIONS,,2024,5,UFL,,,,64.0,1.0
SYNTHETIC_UFL_2024_W6_STALLIONS,,2024,6,UFL,,,,45.0,1.0
SYNTHETIC_UFL_2024_W7_STALLIONS,,2024,7,UFL,,,,27.0,1.0
SYNTHETIC_UFL_2024_W8_STALLIONS,,2024,8,UFL,,,,45.0,
SYNTHETIC_UFL_2024_W9_STALLIONS,,2024,9,UFL,,,,34.0,
SYNTHETIC_UFL_2024_W11_STALLIONS,,2024,11,UFL,,,,66.0,
SYNTHETIC_UFL_2024_W12_STALLIONS,,2024,12,UFL,,,,49.0,
SYNTHETIC_UFL_2025_W1_STALLIONS,,2025,1,UFL,,,,53.0,
SYNTHETIC_UFL_2025_W2_STALLIONS,,2025,2,UFL,,,,88.0,
SYNTHETIC_UFL_2025_W3_STALLIONS,,2025,3,UFL,,,,42.0,
SYNTHETIC_UFL_2025_W4_STALLIONS,,2025,4,UFL,,,,133.0,
SYNTHETIC_UFL_2025_W5_STALLIONS,,2025,5,UFL,,,,92.0,1.0
SYNTHETIC_UFL_2025_W6_STALLIONS,,2025,6,UFL,,,,99.0,
SYNTHETIC_UFL_2025_W7_STALLIONS,,2025,7,UFL,,,,113.0,
SYNTHETIC_UFL_2025_W8_STALLIONS,,2025,8,UFL,,,,114.0,
SYNTHETIC_UFL_2025_W10_STALLIONS,,2025,10,UFL,,,,103.0,
