game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2018-jYQJ19EqGR,,2018,1,MLS,,,0.0,-0.1575,16.4908,3.5775,0.0,,,-0.4913,,0.0,,3.0,829.0,0.7778,414.0,-0.2565,-0.0619,0.0,,10.0,,2.0,0.1575,0.4913,,-0.1228,0.6488,0.7784,0.351
soccer-uslc-2018-KXMe8Z2Q64,,2018,1,USLC,,,1.0,0.5344,19.2138,5.4039,1.0,,,0.6356,,2.0,,5.0,578.0,0.7843,306.0,-3.3059,-1.0804,0.51,,11.0,,3.0,0.4656,0.3644,,1.0794,0.83,0.7951,0.2786
soccer-mls-2019-jYQJ19EqGR,,2019,1,MLS,,,0.0,-0.052,17.2151,-0.5034,0.0,,,-0.4025,,0.0,,2.0,500.0,0.8322,149.0,1.1961,0.8028,0.0,,4.0,,0.0,0.052,0.4025,,-0.4025,0.4544,0.8242,0.3097
soccer-uslc-2019-KXMe8Z2Q64,,2019,1,USLC,,,0.0,-0.2094,19.833,4.469,1.0,,,0.4197,,1.0,,4.0,454.0,0.7509,265.0,-15.3697,-5.7999,0.5462,,9.0,,2.0,0.2094,0.5803,,0.4183,0.7896,0.8089,0.2539
soccer-mls-2020-jYQJ19EqGR,,2020,1,MLS,,,1.0,0.2519,18.419,2.889,0.0,,,-0.137,,1.0,,12.0,998.0,0.773,586.0,9.3314,1.5924,0.0,,3.0,,0.0,0.7481,0.137,,-0.137,0.8851,0.7571,0.1029
soccer-uslc-2020-KXMe8Z2Q64,,2020,1,USLC,,,0.0,0.0,23.0435,6.3685,0.0,,,0.0,,0.0,,0.0,36.0,0.6364,22.0,-1.7774,-8.0793,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.7172,0.0
soccer-mls-2021-jYQJ19EqGR,,2021,1,MLS,,,3.0,0.6576,18.5676,1.4351,1.0,0.0,-0.3715,0.6296,0.0,4.0,1.0,22.0,2532.0,0.7827,1344.0,4.3884,0.3265,0.4614,1.0,8.0,1.0,2.0,2.3424,0.3704,0.3715,-0.2367,2.7129,0.7795,0.2261
soccer-mls-2022-jYQJ19EqGR,,2022,1,MLS,,,4.0,1.2261,18.0876,1.9199,1.0,,,0.7016,,5.0,,37.0,2851.0,0.8172,1860.0,42.0535,2.2609,0.0,,9.0,,3.0,2.7739,0.2984,,0.0479,3.0724,0.7946,0.2198
soccer-mls-2023-jYQJ19EqGR,,2023,1,MLS,,,1.0,-1.6176,18.5104,2.4758,1.0,,,0.0064,,2.0,,35.0,3064.0,0.8084,2082.0,25.0842,1.2048,1.1404,,21.0,,6.0,2.6176,0.9936,,0.1806,3.6112,0.7963,0.5004
soccer-mls-2024-jYQJ19EqGR,,2024,1,MLS,,,0.0,-1.1888,19.2863,2.0724,1.0,,,-0.3971,,1.0,,19.0,2960.0,0.8281,1961.0,28.3683,1.4466,0.0,,21.0,,2.0,1.1888,1.3971,,-0.5804,2.5859,0.8137,0.5216
soccer-mls-2025-jYQJ19EqGR,,2025,1,MLS,,,2.0,-1.0998,19.1505,2.3446,0.0,,,-1.3585,,2.0,,26.0,2646.0,0.8442,1733.0,27.3997,1.5811,0.0,,30.0,,9.0,3.0998,1.3585,,0.3169,4.4583,0.8284,0.7562
soccer-mls-2026-jYQJ19EqGR,,2026,1,MLS,,,0.0,-0.2808,19.552,5.1942,0.0,,,-0.1564,,0.0,,4.0,741.0,0.8498,526.0,1.751,0.3329,0.0,,5.0,,0.0,0.2808,0.1564,,-0.1564,0.4371,0.8465,0.0727
