game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202105140NYL,2021-05-14,2021,1,WNBA,IND,NYL,11.0,,6.0,0.5,8.0,4.0,0.389,18.0,7.0,3.0,1.0,7.0,7.0,,36.93333333333333,,8.0,25.0,6.0,1.0,2.0
WNBA_202105160IND,2021-05-16,2021,1,WNBA,NYL,IND,4.0,,5.0,0.5,4.0,2.0,0.333,9.0,3.0,4.0,0.8,5.0,4.0,,31.483333333333334,,-1.0,12.0,5.0,,8.0
WNBA_202105180NYL,2021-05-18,2021,1,WNBA,MIN,NYL,12.0,1.0,10.0,0.571,7.0,4.0,0.438,16.0,7.0,,0.889,9.0,8.0,,37.46666666666667,,11.0,26.0,10.0,,3.0
WNBA_202105210WAS,2021-05-21,2021,1,WNBA,NYL,WAS,5.0,,4.0,0.25,4.0,1.0,0.333,9.0,3.0,2.0,1.0,3.0,3.0,,31.166666666666668,2.0,-21.0,10.0,6.0,,4.0
WNBA_202105230CHI,2021-05-23,2021,1,WNBA,NYL,CHI,12.0,3.0,5.0,0.5,10.0,5.0,0.538,13.0,7.0,2.0,,,,,35.96666666666667,,3.0,19.0,5.0,1.0,4.0
WNBA_202105240NYL,2021-05-24,2021,1,WNBA,DAL,NYL,3.0,1.0,6.0,0.5,4.0,2.0,0.5,6.0,3.0,2.0,0.875,8.0,7.0,,26.9,3.0,9.0,15.0,9.0,1.0,4.0
WNBA_202105290NYL,2021-05-29,2021,1,WNBA,ATL,NYL,3.0,,4.0,0.286,7.0,2.0,0.182,11.0,2.0,2.0,,1.0,,,39.25,1.0,4.0,6.0,5.0,,2.0
WNBA_202106030NYL,2021-06-03,2021,1,WNBA,LVA,NYL,9.0,,7.0,0.167,6.0,1.0,0.154,13.0,2.0,2.0,,,,,32.43333333333333,2.0,-11.0,5.0,9.0,,4.0
WNBA_202106050CON,2021-06-05,2021,1,WNBA,NYL,CON,5.0,1.0,3.0,0.333,3.0,1.0,0.333,6.0,2.0,2.0,,,,,28.783333333333335,,-19.0,5.0,3.0,1.0,1.0
WNBA_202106170LVA,2021-06-17,2021,1,WNBA,NYL,LVA,3.0,,2.0,,3.0,,,5.0,,,0.5,2.0,1.0,,15.3,1.0,-6.0,1.0,3.0,,
WNBA_202106200LAS,2021-06-20,2021,1,WNBA,NYL,LAS,2.0,,3.0,0.143,7.0,1.0,0.25,8.0,2.0,1.0,0.8,5.0,4.0,,20.533333333333335,3.0,9.0,9.0,6.0,2.0,3.0
WNBA_202106220NYL,2021-06-22,2021,1,WNBA,CHI,NYL,7.0,,8.0,0.25,4.0,1.0,0.2,5.0,1.0,2.0,1.0,3.0,3.0,,27.016666666666666,,-1.0,6.0,8.0,1.0,1.0
WNBA_202106240NYL,2021-06-24,2021,1,WNBA,CHI,NYL,5.0,,2.0,,1.0,,,2.0,,,1.0,2.0,2.0,,13.066666666666666,,-14.0,2.0,2.0,,1.0
WNBA_202106260ATL,2021-06-26,2021,1,WNBA,NYL,ATL,8.0,1.0,6.0,0.75,4.0,3.0,0.6,5.0,3.0,1.0,1.0,1.0,1.0,,27.9,,17.0,10.0,6.0,,4.0
WNBA_202106290ATL,2021-06-29,2021,1,WNBA,NYL,ATL,1.0,,5.0,0.2,5.0,1.0,0.286,7.0,2.0,2.0,0.5,2.0,1.0,,28.833333333333332,1.0,-6.0,6.0,6.0,1.0,2.0
WNBA_202107030NYL,2021-07-03,2021,1,WNBA,WAS,NYL,5.0,,5.0,0.75,4.0,3.0,0.857,7.0,6.0,1.0,,,,,26.15,,8.0,15.0,5.0,1.0,2.0
WNBA_202107050NYL,2021-07-05,2021,1,WNBA,DAL,NYL,12.0,2.0,3.0,0.6,5.0,3.0,0.556,9.0,5.0,2.0,,,,,29.233333333333334,,2.0,13.0,3.0,,4.0
WNBA_202107090IND,2021-07-09,2021,1,WNBA,NYL,IND,4.0,,3.0,,3.0,,0.286,7.0,2.0,1.0,,,,,19.983333333333334,1.0,-4.0,4.0,4.0,1.0,6.0
WNBA_202107110NYL,2021-07-11,2021,1,WNBA,CON,NYL,3.0,,6.0,,3.0,,,6.0,,,,,,,21.0,1.0,-26.0,,7.0,,2.0
WNBA_202108150MIN,2021-08-15,2021,1,WNBA,NYL,MIN,6.0,1.0,7.0,0.333,6.0,2.0,0.545,11.0,6.0,2.0,,,,,30.383333333333333,,-4.0,14.0,7.0,1.0,2.0
WNBA_202108180NYL,2021-08-18,2021,1,WNBA,SEA,NYL,5.0,,5.0,0.286,7.0,2.0,0.444,9.0,4.0,1.0,,,,,33.7,2.0,8.0,10.0,7.0,,5.0
WNBA_202108200NYL,2021-08-20,2021,1,WNBA,SEA,NYL,3.0,,3.0,0.429,7.0,3.0,0.5,8.0,4.0,2.0,1.0,5.0,5.0,,30.983333333333334,1.0,-23.0,16.0,4.0,,1.0
WNBA_202108220NYL,2021-08-22,2021,1,WNBA,LAS,NYL,6.0,,4.0,0.4,5.0,2.0,0.333,9.0,3.0,3.0,1.0,4.0,4.0,,30.783333333333335,,2.0,12.0,4.0,,6.0
WNBA_202108250NYL,2021-08-25,2021,1,WNBA,PHO,NYL,7.0,2.0,5.0,,9.0,,0.267,15.0,4.0,1.0,1.0,2.0,2.0,,35.06666666666667,,-24.0,10.0,5.0,1.0,1.0
WNBA_202108270NYL,2021-08-27,2021,1,WNBA,PHO,NYL,9.0,1.0,10.0,0.2,10.0,2.0,0.313,16.0,5.0,3.0,,,,,35.78333333333333,,-4.0,12.0,10.0,,3.0
WNBA_202108310MIN,2021-08-31,2021,1,WNBA,NYL,MIN,6.0,1.0,7.0,0.143,7.0,1.0,0.333,12.0,4.0,4.0,1.0,8.0,8.0,,35.266666666666666,,1.0,17.0,7.0,1.0,5.0
WNBA_202109020SEA,2021-09-02,2021,1,WNBA,NYL,SEA,7.0,,,0.286,7.0,2.0,0.5,16.0,8.0,2.0,1.0,2.0,2.0,,35.25,1.0,-6.0,20.0,1.0,2.0,2.0
WNBA_202109110DAL,2021-09-11,2021,1,WNBA,NYL,DAL,6.0,2.0,7.0,0.167,6.0,1.0,0.412,17.0,7.0,2.0,1.0,3.0,3.0,,36.266666666666666,1.0,-5.0,18.0,8.0,,3.0
WNBA_202109150CON,2021-09-15,2021,1,WNBA,NYL,CON,5.0,,3.0,0.667,3.0,2.0,0.5,8.0,4.0,4.0,1.0,2.0,2.0,,32.75,1.0,-21.0,12.0,4.0,2.0,9.0
WNBA_202109170NYL,2021-09-17,2021,1,WNBA,WAS,NYL,9.0,,5.0,0.429,7.0,3.0,0.467,15.0,7.0,1.0,1.0,5.0,5.0,,33.11666666666667,,10.0,22.0,5.0,1.0,2.0
WNBA_202109230PHO,2021-09-23,2021,1,WNBA,NYL,PHO,11.0,,5.0,0.143,7.0,1.0,0.417,12.0,5.0,1.0,1.0,3.0,3.0,,34.93333333333333,,,14.0,5.0,1.0,2.0
WNBA_202205070NYL,2022-05-07,2022,1,WNBA,CON,NYL,6.0,,3.0,0.5,6.0,3.0,0.556,18.0,10.0,4.0,1.0,2.0,2.0,,34.9,1.0,6.0,25.0,4.0,2.0,4.0
WNBA_202205110CHI,2022-05-11,2022,1,WNBA,NYL,CHI,2.0,2.0,5.0,,2.0,,,5.0,,4.0,1.0,2.0,2.0,,26.866666666666667,1.0,-30.0,2.0,6.0,1.0,1.0
WNBA_202205130NYL,2022-05-13,2022,1,WNBA,IND,NYL,7.0,,3.0,0.5,10.0,5.0,0.55,20.0,11.0,2.0,0.8,5.0,4.0,,39.28333333333333,,2.0,31.0,3.0,4.0,5.0
WNBA_202205150NYL,2022-05-15,2022,1,WNBA,DAL,NYL,6.0,,5.0,0.2,5.0,1.0,0.375,16.0,6.0,2.0,0.667,6.0,4.0,,34.1,2.0,-13.0,17.0,7.0,,3.0
WNBA_202205170NYL,2022-05-17,2022,1,WNBA,CON,NYL,4.0,,6.0,,3.0,,0.25,4.0,1.0,2.0,,,,,24.466666666666665,,-17.0,2.0,6.0,1.0,5.0
WNBA_202205240MIN,2022-05-24,2022,1,WNBA,NYL,MIN,7.0,,8.0,0.333,6.0,2.0,0.3,10.0,3.0,4.0,1.0,2.0,2.0,,30.766666666666666,1.0,-1.0,10.0,9.0,,3.0
WNBA_202205270SEA,2022-05-27,2022,1,WNBA,NYL,SEA,3.0,1.0,6.0,0.25,8.0,2.0,0.25,12.0,3.0,1.0,,,,,36.93333333333333,2.0,-9.0,8.0,8.0,,3.0
WNBA_202205290SEA,2022-05-29,2022,1,WNBA,NYL,SEA,4.0,,2.0,,2.0,,0.333,9.0,3.0,1.0,,1.0,,,22.066666666666666,1.0,-8.0,6.0,3.0,1.0,
WNBA_202206010NYL,2022-06-01,2022,1,WNBA,IND,NYL,2.0,1.0,5.0,0.429,7.0,3.0,0.545,11.0,6.0,4.0,1.0,8.0,8.0,,30.183333333333334,2.0,6.0,23.0,7.0,,3.0
WNBA_202206030WAS,2022-06-03,2022,1,WNBA,NYL,WAS,3.0,,2.0,0.5,10.0,5.0,0.4,15.0,6.0,,1.0,7.0,7.0,,34.333333333333336,,3.0,24.0,2.0,1.0,2.0
WNBA_202206050NYL,2022-06-05,2022,1,WNBA,MIN,NYL,7.0,,3.0,0.273,11.0,3.0,0.542,24.0,13.0,2.0,1.0,2.0,2.0,,36.43333333333333,2.0,1.0,31.0,5.0,3.0,3.0
WNBA_202206070NYL,2022-06-07,2022,1,WNBA,MIN,NYL,8.0,,7.0,1.0,4.0,4.0,0.909,11.0,10.0,,1.0,2.0,2.0,,26.166666666666668,1.0,29.0,26.0,8.0,,2.0
WNBA_202206100IND,2022-06-10,2022,1,WNBA,NYL,IND,7.0,,6.0,0.2,5.0,1.0,0.4,10.0,4.0,1.0,1.0,4.0,4.0,,34.71666666666667,,16.0,13.0,6.0,,4.0
WNBA_202206120NYL,2022-06-12,2022,1,WNBA,CHI,NYL,12.0,,13.0,0.5,6.0,3.0,0.563,16.0,9.0,2.0,1.0,6.0,6.0,,37.5,,-1.0,27.0,13.0,,2.0
WNBA_202206160NYL,2022-06-16,2022,1,WNBA,WAS,NYL,9.0,1.0,6.0,,8.0,,0.188,16.0,3.0,1.0,1.0,4.0,4.0,,33.266666666666666,1.0,7.0,10.0,7.0,4.0,2.0
WNBA_202206190NYL,2022-06-19,2022,1,WNBA,SEA,NYL,10.0,,8.0,0.333,6.0,2.0,0.357,14.0,5.0,3.0,,,,,33.3,,-16.0,12.0,8.0,2.0,5.0
WNBA_202206220CON,2022-06-22,2022,1,WNBA,NYL,CON,6.0,1.0,8.0,0.222,9.0,2.0,0.188,16.0,3.0,1.0,0.75,4.0,3.0,,31.516666666666666,3.0,4.0,11.0,11.0,1.0,2.0
WNBA_202206240ATL,2022-06-24,2022,1,WNBA,NYL,ATL,8.0,,8.0,0.556,9.0,5.0,0.467,15.0,7.0,4.0,1.0,2.0,2.0,,33.68333333333333,1.0,9.0,21.0,9.0,1.0,3.0
WNBA_202206300NYL,2022-06-30,2022,1,WNBA,ATL,NYL,7.0,1.0,11.0,0.1,10.0,1.0,0.316,19.0,6.0,1.0,1.0,4.0,4.0,,42.43333333333333,2.0,-14.0,17.0,13.0,2.0,2.0
WNBA_202207030LAS,2022-07-03,2022,1,WNBA,NYL,LAS,8.0,1.0,7.0,0.25,12.0,3.0,0.278,18.0,5.0,1.0,1.0,1.0,1.0,,37.25,2.0,-8.0,14.0,9.0,,6.0
WNBA_202207060LVA,2022-07-06,2022,1,WNBA,NYL,LVA,10.0,,11.0,0.875,8.0,7.0,0.769,13.0,10.0,3.0,1.0,4.0,4.0,,36.25,2.0,16.0,31.0,13.0,,
WNBA_202207070PHO,2022-07-07,2022,1,WNBA,NYL,PHO,3.0,1.0,9.0,0.5,8.0,4.0,0.389,18.0,7.0,5.0,1.0,4.0,4.0,,34.38333333333333,1.0,-3.0,22.0,10.0,1.0,6.0
WNBA_202207120NYL,2022-07-12,2022,1,WNBA,LVA,NYL,5.0,,3.0,0.444,9.0,4.0,0.529,17.0,9.0,1.0,1.0,5.0,5.0,,28.983333333333334,,-12.0,27.0,3.0,2.0,3.0
WNBA_202207140NYL,2022-07-14,2022,1,WNBA,LVA,NYL,6.0,,3.0,0.25,4.0,1.0,0.125,8.0,1.0,1.0,1.0,6.0,6.0,,23.4,,-21.0,9.0,3.0,1.0,3.0
WNBA_202207190CON,2022-07-19,2022,1,WNBA,NYL,CON,4.0,,3.0,0.143,7.0,1.0,0.333,18.0,6.0,4.0,,,,,32.5,2.0,-20.0,13.0,5.0,1.0,3.0
WNBA_202207210WAS,2022-07-21,2022,1,WNBA,NYL,WAS,4.0,,8.0,0.25,4.0,1.0,0.429,14.0,6.0,3.0,1.0,2.0,2.0,,31.55,,,15.0,8.0,1.0,4.0
WNBA_202207230NYL,2022-07-23,2022,1,WNBA,CHI,NYL,9.0,,7.0,0.333,6.0,2.0,0.412,17.0,7.0,1.0,1.0,1.0,1.0,,34.483333333333334,1.0,,17.0,8.0,,5.0
WNBA_202207290CHI,2022-07-29,2022,1,WNBA,NYL,CHI,6.0,,4.0,0.167,6.0,1.0,0.4,10.0,4.0,5.0,0.875,8.0,7.0,,33.166666666666664,,-8.0,16.0,4.0,,4.0
WNBA_202207310NYL,2022-07-31,2022,1,WNBA,PHO,NYL,16.0,,7.0,0.167,6.0,1.0,0.214,14.0,3.0,1.0,1.0,3.0,3.0,,34.13333333333333,1.0,19.0,10.0,8.0,2.0,3.0
WNBA_202208020NYL,2022-08-02,2022,1,WNBA,LAS,NYL,4.0,,6.0,0.556,9.0,5.0,0.688,16.0,11.0,,1.0,4.0,4.0,,23.816666666666666,,22.0,31.0,6.0,3.0,4.0
WNBA_202208030NYL,2022-08-03,2022,1,WNBA,LAS,NYL,6.0,,6.0,0.333,9.0,3.0,0.333,18.0,6.0,2.0,0.714,7.0,5.0,,31.2,2.0,12.0,20.0,8.0,2.0,2.0
WNBA_202208060PHO,2022-08-06,2022,1,WNBA,NYL,PHO,5.0,1.0,4.0,0.125,8.0,1.0,0.4,15.0,6.0,2.0,0.875,8.0,7.0,,33.53333333333333,1.0,-10.0,20.0,5.0,1.0,
WNBA_202208080DAL,2022-08-08,2022,1,WNBA,NYL,DAL,4.0,,5.0,0.364,11.0,4.0,0.381,21.0,8.0,2.0,1.0,12.0,12.0,,32.61666666666667,2.0,-22.0,32.0,7.0,1.0,3.0
WNBA_202208100DAL,2022-08-10,2022,1,WNBA,NYL,DAL,7.0,,9.0,0.167,6.0,1.0,0.5,12.0,6.0,2.0,,,,,26.4,,2.0,13.0,9.0,,1.0
WNBA_202208120ATL,2022-08-12,2022,1,WNBA,NYL,ATL,6.0,,7.0,0.5,2.0,1.0,0.545,11.0,6.0,,1.0,2.0,2.0,,33.5,1.0,17.0,15.0,8.0,1.0,2.0
WNBA_202208140NYL,2022-08-14,2022,1,WNBA,ATL,NYL,7.0,,5.0,0.143,7.0,1.0,0.083,12.0,1.0,4.0,1.0,2.0,2.0,,33.2,,-1.0,5.0,5.0,,6.0
WNBA_202208170CHI,2022-08-17,2022,1,WNBA,NYL,CHI,6.0,,7.0,0.5,6.0,3.0,0.667,12.0,8.0,5.0,1.0,3.0,3.0,,36.43333333333333,,6.0,22.0,7.0,2.0,1.0
WNBA_202208200CHI,2022-08-20,2022,1,WNBA,NYL,CHI,3.0,,4.0,0.5,2.0,1.0,0.6,5.0,3.0,2.0,,,,,22.55,1.0,-25.0,7.0,5.0,,3.0
WNBA_202208230NYL,2022-08-23,2022,1,WNBA,CHI,NYL,4.0,1.0,5.0,0.286,7.0,2.0,0.4,15.0,6.0,,,1.0,,,33.85,1.0,-19.0,14.0,6.0,1.0,5.0
WNBA_202305190WAS,2023-05-19,2023,1,WNBA,NYL,WAS,2.0,,8.0,0.222,9.0,2.0,0.35,20.0,7.0,,0.667,3.0,2.0,,33.733333333333334,,-14.0,18.0,8.0,1.0,3.0
WNBA_202305210NYL,2023-05-21,2023,1,WNBA,IND,NYL,8.0,1.0,7.0,0.6,5.0,3.0,0.375,8.0,3.0,,,,,,30.0,1.0,20.0,9.0,8.0,2.0,2.0
WNBA_202305270NYL,2023-05-27,2023,1,WNBA,CON,NYL,3.0,,6.0,0.444,9.0,4.0,0.375,16.0,6.0,1.0,0.5,2.0,1.0,,31.25,1.0,11.0,17.0,7.0,,1.0
