game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_tds,forced_fumbles,int_avg,int_long,int_yards,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_defended,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_5_31_TQUADCITYSTEAMWHEELERSG20260531JQPF@TVEGASKNIGHTHAWKS,2026-05-31,2026,12,IFL,Quad City Steamwheelers,Vegas Knight Hawks,1.0,,,,,,,,,,,,,3.0,4.0,,
FOOTBALL_IFL_2026_6_6_TGREENBAYBLIZZARDG2026060683MZ@TQUADCITYSTEAMWHEELERS,2026-06-06,2026,13,IFL,Green Bay Blizzard,Quad City Steamwheelers,2.0,1.0,0.0,,5.0,5.0,5.0,,,,,,1.0,5.0,7.0,,
FOOTBALL_IFL_2026_6_13_TQUADCITYSTEAMWHEELERSG20260613M6TV@TIOWABARNSTORMERS,2026-06-13,2026,14,IFL,Quad City Steamwheelers,Iowa Barnstormers,6.0,,,1.0,,,,1.0,0.0,0.0,0.0,0.0,,3.0,9.0,0.5,0.0
FOOTBALL_IFL_2026_6_28_TORLANDOPIRATESG20260628EGZ4@TQUADCITYSTEAMWHEELERS,2026-06-28,2026,16,IFL,Orlando Pirates,Quad City Steamwheelers,4.0,,,,,,,,,,,,1.0,9.0,13.0,,
