game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202505200CON,2025-05-20,2025,1,WNBA,LVA,CON,1.0,1.0,5.0,1.0,,3.0,,2.0,,,,10.416666666666666,1.0,-3.0,,6.0,,
WNBA_202505250ATL,2025-05-25,2025,1,WNBA,CON,ATL,,,,,,,,,,,,2.4333333333333336,,-5.0,,,,
WNBA_202505270CON,2025-05-27,2025,1,WNBA,DAL,CON,,,2.0,,,,,,,,,7.75,1.0,4.0,,3.0,,2.0
WNBA_202506010NYL,2025-06-01,2025,1,WNBA,CON,NYL,2.0,,2.0,,,2.0,,,0.5,2.0,1.0,8.266666666666667,2.0,9.0,1.0,4.0,,
WNBA_202506170IND,2025-06-17,2025,1,WNBA,CON,IND,,,,,,1.0,,,0.5,2.0,1.0,0.7666666666666667,,,1.0,,,
WNBA_202506220GSV,2025-06-22,2025,1,WNBA,CON,GSV,,,2.0,,0.5,4.0,2.0,1.0,1.0,1.0,1.0,10.95,1.0,6.0,5.0,3.0,,2.0
WNBA_202506290MIN,2025-06-29,2025,1,WNBA,CON,MIN,,,1.0,,0.667,3.0,2.0,1.0,,1.0,,6.766666666666667,,-6.0,4.0,1.0,,1.0
WNBA_202507060CON,2025-07-06,2025,1,WNBA,LVA,CON,,,,,,,,,,,,1.9833333333333334,,1.0,,,,
WNBA_202507270CON,2025-07-27,2025,1,WNBA,GSV,CON,,,2.0,,0.5,2.0,1.0,2.0,,,,9.633333333333333,,1.0,2.0,2.0,,
WNBA_202507280CON,2025-07-28,2025,1,WNBA,SEA,CON,,,,,0.667,3.0,2.0,,1.0,1.0,1.0,4.666666666666667,,12.0,5.0,,1.0,
WNBA_202508300CON,2025-08-30,2025,1,WNBA,MIN,CON,,,,,,1.0,,1.0,0.5,2.0,1.0,1.7,,,1.0,,,
WNBA_202509010CON,2025-09-01,2025,1,WNBA,ATL,CON,,,1.0,,,,,,,,,3.466666666666667,,-3.0,,1.0,,
WNBA_202509030CHI,2025-09-03,2025,1,WNBA,CON,CHI,1.0,,3.0,,0.4,5.0,2.0,2.0,,1.0,,11.516666666666667,1.0,1.0,4.0,4.0,1.0,1.0
WNBA_202509080ATL,2025-09-08,2025,1,WNBA,CON,ATL,,1.0,1.0,,,1.0,,1.0,,,,5.483333333333333,,-2.0,,1.0,,
WNBA_202509100CON,2025-09-10,2025,1,WNBA,ATL,CON,,1.0,,,,1.0,,2.0,1.0,2.0,2.0,4.316666666666666,1.0,-8.0,2.0,1.0,,1.0
