game_id,date,season,week,league,away,home,1pt_conversion,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
44,2025-03-29,2025,1,UFL,RENEGADES,BRAHMAS,,,,0.0,2.0,1.0,0.0,36.0
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,,,,0.0,4.0,2.0,1.0,38.0
53,2025-04-13,2025,3,UFL,PANTHERS,BRAHMAS,,1.0,,,,,0.0,10.0
57,2025-04-20,2025,4,UFL,DEFENDERS,BRAHMAS,,,,0.0,13.0,1.0,0.0,24.0
61,2025-04-27,2025,5,UFL,BRAHMAS,ROUGHNECKS,,,,0.0,14.0,3.0,0.0,1.0
64,2025-05-04,2025,6,UFL,STALLIONS,BRAHMAS,,,,0.0,18.0,3.0,0.0,14.0
65,2025-05-09,2025,7,UFL,BRAHMAS,DEFENDERS,,,,0.0,32.0,1.0,1.0,109.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,,1.0,,0.0,38.0,5.0,1.0,143.0
72,2025-05-23,2025,9,UFL,BRAHMAS,BATTLEHAWKS,1.0,,1.0,0.0,6.0,1.0,1.0,85.0
77,2025-06-01,2025,10,UFL,BRAHMAS,RENEGADES,,,,0.0,11.0,1.0,0.0,55.0
90,2026-03-29,2026,1,UFL,COLUMBUS AVIATORS,ORLANDO STORM,,,,0.0,7.0,2.0,2.0,66.0
92,2026-04-04,2026,2,UFL,LOUISVILLE KINGS,ORLANDO STORM,,,,0.0,8.0,2.0,0.0,51.0
95,2026-04-10,2026,3,UFL,ORLANDO STORM,LOUISVILLE KINGS,,,,1.0,21.0,4.0,0.0,25.0
102,2026-04-18,2026,4,UFL,ORLANDO STORM,BIRMINGHAM STALLIONS,,,,0.0,17.0,2.0,0.0,58.0
104,2026-04-25,2026,5,UFL,ST. LOUIS BATTLEHAWKS,ORLANDO STORM,,,1.0,0.0,33.0,4.0,0.0,38.0
110,2026-05-03,2026,6,UFL,BIRMINGHAM STALLIONS,ORLANDO STORM,,,1.0,0.0,7.0,2.0,0.0,53.0
114,2026-05-10,2026,7,UFL,ORLANDO STORM,HOUSTON GAMBLERS,,,,0.0,0.0,0.0,0.0,25.0
