game_id,date,season,week,league,away,home,conversions,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_NO,,,1,USFL,,,1.0,0.0,0.0,38.0,4.0,1.0,56.0
SYNTHETIC_USFL_W2_NO,,,2,USFL,,,,,0.0,29.0,4.0,1.0,43.0
