game_id,date,season,week,league,away,home,interceptions,passing_tds,passing_yards,rushing_tds,rushing_yards
ALBANY-SALINA-0504,0504,,8,,ALBANY,SALINA,0.0,7.0,308.0,1.0,11.0
BILLINGS-SALINA-0524,0524,,11,,BILLINGS,SALINA,1.0,5.0,292.0,,
SALINA-KANSAS-0607,0607,,13,,SALINA,KANSAS,0.0,1.0,35.0,,
SWKANSAS-SALINA-0615,0615,,14,,SWKANSAS,SALINA,1.0,3.0,202.0,,
