game_id,date,season,week,league,away,home,award_mvp
FOOTBALL_XLEAGUE_1997_SEASON_TOTAL,,1997,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2009_SEASON_TOTAL,,2009,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2019_SEASON_TOTAL,,2019,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2021_SEASON_TOTAL,,2021,1,XLEAGUE,,,1.0
