game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
45,2025-03-30,2025,1,UFL,SHOWBOATS,PANTHERS,0.0,27.0,2.0,0.0,38.0
48,2025-04-05,2025,2,UFL,DEFENDERS,SHOWBOATS,,,,0.0,44.0
52,2025-04-12,2025,3,UFL,SHOWBOATS,ROUGHNECKS,0.0,16.0,2.0,0.0,16.0
55,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,0.0,0.0,0.0,1.0,24.0
58,2025-04-25,2025,5,UFL,STALLIONS,SHOWBOATS,0.0,6.0,1.0,0.0,59.0
81,2025-05-03,2025,6,UFL,ROUGHNECKS,SHOWBOATS,0.0,39.0,4.0,0.0,5.0
68,2025-05-11,2025,7,UFL,SHOWBOATS,BATTLEHAWKS,0.0,14.0,6.0,0.0,44.0
69,2025-05-16,2025,8,UFL,BRAHMAS,SHOWBOATS,0.0,0.0,1.0,0.0,45.0
73,2025-05-24,2025,9,UFL,SHOWBOATS,RENEGADES,0.0,0.0,0.0,0.0,22.0
78,2025-06-01,2025,10,UFL,SHOWBOATS,STALLIONS,0.0,9.0,2.0,1.0,39.0
