game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
SYNTHETIC_CFL_2023_W2_CGY,2023-06-15,2023,2,CFL,CGY,OTT,,,,,1.0,98.0,,
SYNTHETIC_CFL_2023_W3_CGY,2023-06-24,2023,3,CFL,SSK,CGY,,0.0,14.0,2.0,0.0,74.0,,
SYNTHETIC_CFL_2023_W5_CGY,2023-07-07,2023,5,CFL,CGY,WPG,,0.0,-6.0,1.0,1.0,97.0,,
SYNTHETIC_CFL_2023_W6_CGY,2023-07-15,2023,6,CFL,CGY,SSK,,0.0,12.0,1.0,1.0,36.0,,
SYNTHETIC_CFL_2023_W7_CGY,2023-07-23,2023,7,CFL,OTT,CGY,,0.0,9.0,2.0,0.0,21.0,,
SYNTHETIC_CFL_2023_W8_CGY,2023-07-30,2023,8,CFL,CGY,MTL,,0.0,20.0,3.0,0.0,16.0,,
SYNTHETIC_CFL_2023_W9_CGY,2023-08-04,2023,9,CFL,TOR,CGY,,0.0,18.0,4.0,0.0,137.0,,
SYNTHETIC_CFL_2023_W10_CGY,2023-08-12,2023,10,CFL,CGY,BC,,0.0,6.0,1.0,0.0,34.0,,
SYNTHETIC_CFL_2023_W11_CGY,2023-08-18,2023,11,CFL,WPG,CGY,,0.0,0.0,0.0,0.0,23.0,,
SYNTHETIC_CFL_2023_W12_CGY,2023-08-25,2023,12,CFL,CGY,TOR,,0.0,10.0,2.0,0.0,46.0,,
SYNTHETIC_CFL_2023_W13_CGY,2023-09-04,2023,13,CFL,EDM,CGY,0.0,0.0,21.0,2.0,1.0,46.0,0.0,0.0
SYNTHETIC_CFL_2023_W16_CGY,2023-09-23,2023,16,CFL,MTL,CGY,,0.0,6.0,1.0,0.0,35.0,,
SYNTHETIC_CFL_2023_W17_CGY,2023-09-30,2023,17,CFL,CGY,HAM,,0.0,10.0,1.0,0.0,47.0,,
SYNTHETIC_CFL_2023_W21_CGY,2023-10-27,2023,21,CFL,WPG,CGY,,0.0,3.0,1.0,0.0,88.0,,
SYNTHETIC_CFL_2024_W1_CGY,2024-06-07,2024,1,CFL,HAM,CGY,,0.0,19.0,2.0,0.0,87.0,,
SYNTHETIC_CFL_2024_W2_CGY,2024-05-25,2024,2,CFL,BC,CGY,,0.0,99.0,6.0,0.0,46.0,,
