game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,yardsReceived,yardsThrown
2023-05-05-TOR-NY,2023-05-05,2023,2,,TOR,NY,,,3.0,1.0,,2.0,,,1.0,40.0,5.0
2023-05-20-DC-TOR,2023-05-20,2023,4,,DC,TOR,,1.0,5.0,3.0,,1.0,,1.0,3.0,22.0,-1.0
2023-05-27-TOR-MTL,2023-05-27,2023,5,,TOR,MTL,,,2.0,1.0,,,,6.0,1.0,75.0,-7.0
2023-06-10-PHI-TOR,2023-06-10,2023,7,,PHI,TOR,1.0,,4.0,4.0,,,,3.0,4.0,42.0,21.0
2023-06-17-PIT-TOR,2023-06-17,2023,8,,PIT,TOR,,,1.0,,,1.0,,6.0,,11.0,
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,,,7.0,5.0,,1.0,,9.0,6.0,147.0,-6.0
2023-07-21-TOR-DC,2023-07-21,2023,13,,TOR,DC,,,4.0,4.0,,,1.0,6.0,4.0,101.0,-7.0
2023-07-22-TOR-PHI,2023-07-22,2023,13,,TOR,PHI,,0.0,,,0.0,0.0,,,,,
