game_id,date,season,week,league,away,home,catches,completions,drops,hockeyAssists,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-27-MIN-DET,2023-05-27,2023,5,AUDL,MINNESOTA WIND CHILL,DETROIT MECHANIX,4.0,5.0,1.0,,,,5.0,,6.0,6.0
2023-06-03-IND-DET,2023-06-03,2023,6,AUDL,INDIANAPOLIS ALLEYCATS,DETROIT MECHANIX,10.0,15.0,,,,,16.0,1.0,37.0,63.0
2023-06-17-DET-IND,2023-06-17,2023,8,AUDL,DETROIT MECHANIX,INDIANAPOLIS ALLEYCATS,6.0,9.0,,1.0,,,11.0,2.0,-20.0,4.0
2023-06-23-DET-CHI,2023-06-23,2023,9,AUDL,DETROIT MECHANIX,CHICAGO UNION,4.0,3.0,,1.0,,1.0,5.0,2.0,30.0,11.0
2023-07-15-TOR-DET,2023-07-15,2023,12,AUDL,TORONTO RUSH,DETROIT MECHANIX,15.0,19.0,1.0,2.0,1.0,1.0,20.0,1.0,2.0,108.0
