game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,,1,,,,24.0,,,11.0,32.0,,4.0,,56.0,,,,,
NLL_2021_SEASON_TOTAL,,,1,,,,45.0,,,13.0,18.0,,4.0,,63.0,,,,,
NLL_2022_SEASON_TOTAL,,,1,,,,71.0,,,18.0,21.0,,9.0,,92.0,21.0,3.0,1.0,,
NLL_2023_SEASON_TOTAL,,,1,,,,55.0,,,18.0,22.0,,2.0,,77.0,11.0,3.0,2.0,,
703328545,2025-10-29,2025,1,NLL,SAN DIEGO,OTTAWA,5.0,5.0,5.0,,3.0,5.0,,5.0,,,,,5.0,5.0
