game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,9.0,1.0,,3.0,,7.0,12.0,6.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,10.0,4.0,6.0,8.0,51.0,13.0,67.0,9.0
