game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_NITRO,,,1,AUDL,,,0.0,1.0,,,0.0,1.0,,,,0.0,85.0,-4.0
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,0.0,,,1.0,2.0,,,,0.0,47.0,22.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,0.0,1.0,,,0.0,0.0,,,,1.0,48.0,13.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,AUDL,shred,nitro,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-24-SD-POR,2022-07-24,2022,9,AUDL,growlers,nitro,1.0,1.0,,,0.0,1.0,,,,1.0,161.0,11.0
2022-07-29-POR-SLC,2022-07-29,2022,10,AUDL,nitro,shred,0.0,0.0,,,0.0,1.0,,,,1.0,135.0,70.0
2022-07-30-POR-COL,2022-07-30,2022,10,AUDL,nitro,summit,1.0,1.0,,,0.0,2.0,,,,0.0,160.0,41.0
2023-05-05-SLC-POR,2023-05-05,2023,2,AUDL,SALT LAKE SHRED,PORTLAND NITRO,,,4.0,2.0,,2.0,1.0,1.0,2.0,,46.0,
2023-05-12-POR-LA,2023-05-12,2023,3,AUDL,PORTLAND NITRO,LA AVIATORS,,,3.0,5.0,,2.0,1.0,,5.0,1.0,33.0,38.0
2023-05-13-POR-SD,2023-05-13,2023,3,AUDL,PORTLAND NITRO,SAN DIEGO GROWLERS,,1.0,,,,,,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,AUDL,OAKLAND SPIDERS,PORTLAND NITRO,,1.0,9.0,6.0,,1.0,2.0,2.0,7.0,1.0,47.0,39.0
2023-06-02-SEA-POR,2023-06-02,2023,6,AUDL,SEATTLE CASCADES,PORTLAND NITRO,,,15.0,12.0,1.0,3.0,1.0,,12.0,,216.0,-28.0
2023-06-17-POR-CHI,2023-06-17,2023,8,AUDL,PORTLAND NITRO,CHICAGO UNION,1.0,,17.0,15.0,1.0,1.0,1.0,,16.0,1.0,170.0,51.0
2023-07-14-SD-POR,2023-07-14,2023,12,AUDL,SAN DIEGO GROWLERS,PORTLAND NITRO,,1.0,27.0,26.0,,2.0,2.0,,26.0,,175.0,115.0
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,2.0,0.0,,,1.0,0.0,,,,0.0,70.0,-1.0
2024-05-10-OAK-POR,2024-05-10,2024,3,UFA,spiders,nitro,5.0,0.0,,,0.0,0.0,,,,0.0,197.0,43.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,0.0,0.0,,,0.0,2.0,,,,2.0,149.0,32.0
2024-05-18-POR-LA,2024-05-18,2024,4,UFA,nitro,aviators,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-05-25-POR-SEA,2024-05-25,2024,6,UFA,nitro,cascades,1.0,1.0,,,0.0,2.0,,,,1.0,108.0,37.0
2024-06-08-LA-POR,2024-06-08,2024,7,UFA,aviators,nitro,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-06-15-SEA-POR,2024-06-15,2024,8,UFA,cascades,nitro,0.0,0.0,,,0.0,2.0,,,,1.0,234.0,11.0
2024-06-30-COL-POR,2024-06-30,2024,10,UFA,summit,nitro,2.0,0.0,,,0.0,0.0,,,,0.0,44.0,23.0
2024-07-05-POR-SLC,2024-07-05,2024,11,UFA,nitro,shred,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
