game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_2024_W11_SSK,,2024,11,CFL,,,0.0,9.0,1.0
SYNTHETIC_CFL_2024_W16_SSK,,2024,16,CFL,,,0.0,34.0,2.0
SYNTHETIC_CFL_2024_W17_SSK,,2024,17,CFL,,,0.0,92.0,7.0
SYNTHETIC_CFL_2024_W18_SSK,,2024,18,CFL,,,0.0,18.0,3.0
SYNTHETIC_CFL_2024_W19_SSK,,2024,19,CFL,,,0.0,31.0,2.0
SYNTHETIC_CFL_2024_W21_SSK,,2024,21,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2025_W1_SSK,,2025,1,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_2025_W2_SSK,,2025,2,CFL,,,0.0,59.0,5.0
SYNTHETIC_CFL_2025_W3_SSK,,2025,3,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_2025_W4_SSK,,2025,4,CFL,,,1.0,40.0,2.0
SYNTHETIC_CFL_2025_W6_SSK,,2025,6,CFL,,,0.0,16.0,1.0
SYNTHETIC_CFL_2025_W7_SSK,,2025,7,CFL,,,0.0,67.0,4.0
SYNTHETIC_CFL_2025_W8_SSK,,2025,8,CFL,,,0.0,4.0,1.0
SYNTHETIC_CFL_2025_W9_SSK,,2025,9,CFL,,,0.0,18.0,2.0
SYNTHETIC_CFL_2025_W11_SSK,,2025,11,CFL,,,0.0,7.0,1.0
SYNTHETIC_CFL_2025_W12_SSK,,2025,12,CFL,,,1.0,26.0,3.0
SYNTHETIC_CFL_2025_W13_SSK,,2025,13,CFL,,,0.0,6.0,1.0
SYNTHETIC_CFL_2025_W15_SSK,,2025,15,CFL,,,0.0,44.0,2.0
SYNTHETIC_CFL_2025_W19_SSK,,2025,19,CFL,,,0.0,6.0,1.0
SYNTHETIC_CFL_2025_W20_SSK,,2025,20,CFL,,,0.0,21.0,2.0
SYNTHETIC_CFL_2025_W21_SSK,,2025,21,CFL,,,0.0,33.0,3.0
