game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2022-07-13-1321264,2022-07-13,2022,1,T20I,Finland,Italy,18.0,0.0,1.0,17.0,1.0,0.0,,,1.0
cricket-t20i-2022-07-15-1321265,2022-07-15,2022,1,T20I,Italy,Sweden,9.0,0.0,0.0,10.0,1.0,1.0,1.0,,1.0
cricket-t20i-2022-07-16-1321272,2022-07-16,2022,1,T20I,Italy,Croatia,24.0,0.0,0.0,6.0,0.0,0.0,,1.0,1.0
cricket-t20i-2022-07-19-1321280,2022-07-19,2022,1,T20I,Isle of Man,Italy,24.0,0.0,0.0,18.0,2.0,0.0,,,1.0
