game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_SPIDERS,,,2,AUDL,,,0.0,0.0,,,0.0,2.0,,,,0.0,83.0,4.0
SYNTHETIC_AUDL_W3_SPIDERS,,,3,AUDL,,,1.0,0.0,,,0.0,4.0,,,,2.0,267.0,80.0
2022-06-17-SEA-OAK,2022-06-17,2022,4,,SEA,OAK,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-06-25-OAK-SEA,2022-06-25,2022,5,,OAK,SEA,0.0,0.0,,,0.0,2.0,,,,1.0,183.0,10.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,1.0,0.0,,,0.0,2.0,,,,0.0,129.0,31.0
2022-07-16-SLC-OAK,2022-07-16,2022,8,,SLC,OAK,0.0,0.0,,,1.0,5.0,,,,1.0,226.0,9.0
2022-07-23-LA-OAK,2022-07-23,2022,9,,LA,OAK,3.0,1.0,,,0.0,4.0,,,,0.0,205.0,109.0
2022-07-29-OAK-LA,2022-07-29,2022,10,,OAK,LA,0.0,1.0,,,0.0,5.0,,,,0.0,358.0,120.0
2022-07-30-OAK-SD,2022-07-30,2022,10,,OAK,SD,0.0,0.0,,,1.0,1.0,,,,1.0,234.0,46.0
2023-04-29-SEA-OAK,2023-04-29,2023,1,,SEA,OAK,1.0,1.0,23.0,22.0,2.0,1.0,3.0,,22.0,,212.0,98.0
2023-05-13-SLC-OAK,2023-05-13,2023,3,,SLC,OAK,4.0,1.0,18.0,16.0,,1.0,4.0,1.0,16.0,,266.0,79.0
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,,,10.0,7.0,,2.0,,,8.0,,125.0,30.0
2023-05-20-OAK-SEA,2023-05-20,2023,4,,OAK,SEA,2.0,,,,2.0,,1.0,,,,,
2023-06-03-OAK-SLC,2023-06-03,2023,6,,OAK,SLC,,1.0,5.0,4.0,,1.0,1.0,,4.0,,181.0,19.0
2023-06-04-OAK-COL,2023-06-04,2023,6,,OAK,COL,1.0,,,,,,,,,,,
2023-06-10-SD-OAK,2023-06-10,2023,7,,SD,OAK,,,2.0,1.0,1.0,1.0,1.0,,1.0,,24.0,-5.0
2023-06-17-COL-OAK,2023-06-17,2023,8,,COL,OAK,,,10.0,6.0,,4.0,1.0,,6.0,,213.0,6.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,,,8.0,5.0,,3.0,,,5.0,,83.0,-2.0
