game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2021-11-11-1286681,2021-11-11,2021,1,T20I,Argentina,United States of America,24.0,0.0,0.0,25.0,0.0,1.0,,,1.0
cricket-t20i-2021-11-13-1286682,2021-11-13,2021,1,T20I,Bahamas,United States of America,12.0,0.0,0.0,18.0,0.0,0.0,1.0,1.0,1.0
