game_id,date,season,week,league,away,home,interceptions,pass_attempts,pass_completions,pass_long,passing_tds,passing_yards,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards
FOOTBALL_IFL_2026_5_30_TORLANDOPIRATESG20260530J4E8@TTUCSONSUGARSKULLS,2026-05-30,2026,12,IFL,Orlando Pirates,Tucson Sugar Skulls,0.0,22.0,13.0,29.0,3.0,169.0,3.3,15.0,6.0,1.0,20.0
FOOTBALL_IFL_2026_6_7_TNEWMEXICOCHUPACABRASG20260607JMSK@TTUCSONSUGARSKULLS,2026-06-07,2026,13,IFL,New Mexico Chupacabras,Tucson Sugar Skulls,0.0,11.0,7.0,42.0,3.0,167.0,6.4,17.0,10.0,1.0,64.0
FOOTBALL_IFL_2026_6_13_TTUCSONSUGARSKULLSG20260613XZNU@TVEGASKNIGHTHAWKS,2026-06-13,2026,14,IFL,Tucson Sugar Skulls,Vegas Knight Hawks,0.0,10.0,7.0,30.0,1.0,87.0,12.7,37.0,6.0,2.0,76.0
FOOTBALL_IFL_2026_6_20_TARIZONARATTLERSG20260620GMCA@TTUCSONSUGARSKULLS,2026-06-20,2026,15,IFL,Arizona Rattlers,Tucson Sugar Skulls,3.0,20.0,7.0,18.0,2.0,62.0,3.3,10.0,6.0,0.0,20.0
