game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-hnd-2023-08-14-1355625,2023-08-14,2023,1,HND,Trent Rockets,Welsh Fire,,,,,,,20.0,0.0,1.0,22.0,1.0,0.0,1.0,1.0
cricket-hnd-2024-08-07-1417809,2024-08-07,2024,1,HND,Trent Rockets,London Spirit,,,,,,,0.0,0.0,2.0,5.0,0.0,0.0,,1.0
cricket-hnd-2024-08-10-1417813,2024-08-10,2024,1,HND,Trent Rockets,Southern Brave,,,,,,,20.0,0.0,0.0,24.0,3.0,0.0,,1.0
cricket-hnd-2024-08-12-1417817,2024-08-12,2024,1,HND,Trent Rockets,Birmingham Phoenix,2.0,0.0,0.0,11.0,1.0,0.0,20.0,1.0,0.0,17.0,2.0,0.0,,1.0
cricket-hnd-2024-08-14-1417820,2024-08-14,2024,1,HND,Oval Invincibles,Trent Rockets,,,,,,,5.0,0.0,0.0,12.0,0.0,0.0,,1.0
cricket-odi-2024-10-31-1433370,2024-10-31,2024,1,ODI,England,West Indies,5.0,0.0,1.0,11.0,2.0,0.0,30.0,0.0,0.0,26.0,0.0,3.0,,1.0
cricket-odi-2024-11-02-1433371,2024-11-02,2024,1,ODI,West Indies,England,,,,,,,36.0,0.0,0.0,42.0,2.0,1.0,,1.0
cricket-sa20-2024-02-04-1392681,2024-02-04,2024,1,SA20,Paarl Royals,Sunrisers Eastern Cape,,,,,,,24.0,0.0,0.0,30.0,0.0,2.0,,1.0
cricket-t20i-2024-11-16-1433376,2024-11-16,2024,1,T20I,England,West Indies,,,,,,,24.0,0.0,0.0,42.0,1.0,1.0,,1.0
cricket-t20i-2024-11-17-1433377,2024-11-17,2024,1,T20I,West Indies,England,,,,,,,12.0,0.0,0.0,22.0,0.0,0.0,,1.0
