game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
SYNTHETIC_USFL_W1_TB,,,1,USFL,,,,0.0,0.0,0.0,,
SYNTHETIC_USFL_W2_TB,,,2,USFL,,,1.0,0.0,19.0,1.0,0.0,18.0
SYNTHETIC_USFL_W3_TB,,,3,USFL,,,,0.0,23.0,4.0,0.0,12.0
SYNTHETIC_USFL_W4_TB,,,4,USFL,,,,0.0,4.0,1.0,,
SYNTHETIC_USFL_W5_TB,,,5,USFL,,,,1.0,81.0,5.0,,
SYNTHETIC_USFL_W6_TB,,,6,USFL,,,,1.0,13.0,1.0,0.0,3.0
SYNTHETIC_USFL_W7_TB,,,7,USFL,,,,1.0,20.0,1.0,0.0,7.0
SYNTHETIC_USFL_W8_TB,,,8,USFL,,,1.0,0.0,10.0,1.0,0.0,-1.0
SYNTHETIC_USFL_W9_TB,,,9,USFL,,,,0.0,0.0,0.0,0.0,-2.0
SYNTHETIC_USFL_2023_W2_SHOWBOATS,2023-04-22,2023,2,USFL,STALLIONS,SHOWBOATS,,0.0,11.0,1.0,0.0,8.0
